,State,Year,Quarter,Name,Amount,Trans_count
2110,Ladakh,2021,3,Peer-to-peer payments,1917311078.1287262,330919
2111,Ladakh,2021,3,Merchant payments,233260756.5088715,135108
2112,Ladakh,2021,3,Recharge & bill payments,58750081.8151172,121856
2113,Ladakh,2021,3,Financial Services,1911625.5446910746,900
2114,Ladakh,2021,3,Others,2751201.9371823343,2204
2115,Ladakh,2021,4,Peer-to-peer payments,1804428550.1884875,337120
2116,Ladakh,2021,4,Merchant payments,284786365.9296017,169110
2117,Ladakh,2021,4,Recharge & bill payments,58403893.47253243,120607
2118,Ladakh,2021,4,Financial Services,3068708.947120995,912
2119,Ladakh,2021,4,Others,2847620.2425241945,2438
2120,Ladakh,2022,1,Peer-to-peer payments,1685241980.664183,343041
2121,Ladakh,2022,1,Merchant payments,279354508.988595,167100
2122,Ladakh,2022,1,Recharge & bill payments,56203999.28920926,116486
2123,Ladakh,2022,1,Financial Services,2023327.6779848374,1247
2124,Ladakh,2022,1,Others,2217102.222236882,2141
2125,Ladakh,2022,2,Peer-to-peer payments,2941624382.277109,608870
2126,Ladakh,2022,2,Merchant payments,508439376.68091977,346146
2127,Ladakh,2022,2,Recharge & bill payments,88531677.99442025,158996
2128,Ladakh,2022,2,Financial Services,2487560.1853386,1585
2129,Ladakh,2022,2,Others,2235180.8584825676,2476
2130,Ladakh,2022,3,Peer-to-peer payments,2955729492.4985514,659896
2131,Ladakh,2022,3,Merchant payments,551472983.879604,367022
2132,Ladakh,2022,3,Recharge & bill payments,94288872.34747365,160269
2133,Ladakh,2022,3,Financial Services,1815866.8961950848,1555
2134,Ladakh,2022,3,Others,1892134.7520804727,2116
2135,Ladakh,2022,4,Peer-to-peer payments,2350047971.603546,559259
2136,Ladakh,2022,4,Merchant payments,462189599.28430265,382456
2137,Ladakh,2022,4,Recharge & bill payments,79767790.98577228,138793
2138,Ladakh,2022,4,Financial Services,1198715.2123450316,1248
2139,Ladakh,2022,4,Others,1273495.592982805,1616
2140,Ladakh,2023,1,Peer-to-peer payments,3112641857.0,796687
2141,Ladakh,2023,1,Merchant payments,601420766.0,561734
2142,Ladakh,2023,1,Recharge & bill payments,129440564.0,204592
2143,Ladakh,2023,1,Financial Services,3389191.0,1610
2144,Ladakh,2023,1,Others,2128920.0,2623
2145,Ladakh,2023,2,Peer-to-peer payments,5891146705.0,1479909
2146,Ladakh,2023,2,Merchant payments,1074373616.0,1121362
2147,Ladakh,2023,2,Recharge & bill payments,218229701.0,337017
2148,Ladakh,2023,2,Financial Services,4432032.0,1885
2149,Ladakh,2023,2,Others,2921832.0,3642
2150,Ladakh,2023,3,Peer-to-peer payments,6563524375.0,1781959
2151,Ladakh,2023,3,Merchant payments,1424016428.0,1429581
2152,Ladakh,2023,3,Recharge & bill payments,245485697.0,402319
2153,Ladakh,2023,3,Financial Services,14887998.0,3579
2154,Ladakh,2023,3,Others,2657745.0,3928
2155,Ladakh,2023,4,Peer-to-peer payments,5438596932.0,1435341
2156,Ladakh,2023,4,Merchant payments,1254754525.0,1375598
2157,Ladakh,2023,4,Recharge & bill payments,236148603.0,332620
2158,Ladakh,2023,4,Financial Services,11423623.0,3065
2159,Ladakh,2023,4,Others,2063262.0,3594
2160,Lakshadweep,2018,1,Peer-to-peer payments,1860278.2784597143,423
2161,Lakshadweep,2018,1,Recharge & bill payments,61432.04938505074,342
2162,Lakshadweep,2018,1,Merchant payments,590.7505138175776,5
2163,Lakshadweep,2018,1,Others,6310.102519157715,8
2164,Lakshadweep,2018,2,Peer-to-peer payments,5757123.079919379,1315
2165,Lakshadweep,2018,2,Recharge & bill payments,353202.7988510042,750
2166,Lakshadweep,2018,2,Merchant payments,64568.47789279556,42
2167,Lakshadweep,2018,2,Financial Services,9134.413223158994,6
2168,Lakshadweep,2018,2,Others,3780.7695141997474,19
2169,Lakshadweep,2018,3,Peer-to-peer payments,3926048.74488305,841
2170,Lakshadweep,2018,3,Recharge & bill payments,300978.32420203416,760
2171,Lakshadweep,2018,3,Merchant payments,94046.43333034206,87
2172,Lakshadweep,2018,3,Others,17958.809570422687,15
2173,Lakshadweep,2018,4,Recharge & bill payments,351201.0879000404,792
2174,Lakshadweep,2018,4,Peer-to-peer payments,3841230.430870924,689
2175,Lakshadweep,2018,4,Merchant payments,262079.85573632165,144
2176,Lakshadweep,2018,4,Financial Services,389.8932323919954,6
2177,Lakshadweep,2018,4,Others,8312.430483153179,11
2178,Lakshadweep,2019,1,Peer-to-peer payments,8221402.368536929,1183
2179,Lakshadweep,2019,1,Recharge & bill payments,353870.52398354514,1173
2180,Lakshadweep,2019,1,Merchant payments,183062.1455975621,113
2181,Lakshadweep,2019,1,Others,27795.441220958,12
2182,Lakshadweep,2019,2,Recharge & bill payments,436735.1684614296,1448
2183,Lakshadweep,2019,2,Peer-to-peer payments,8602732.117788196,1318
2184,Lakshadweep,2019,2,Merchant payments,190716.5411561734,137
2185,Lakshadweep,2019,2,Others,12340.30958308919,23
2186,Lakshadweep,2019,3,Recharge & bill payments,503049.2411913635,1528
2187,Lakshadweep,2019,3,Peer-to-peer payments,8923273.862948446,1455
2188,Lakshadweep,2019,3,Merchant payments,215159.68119447335,111
2189,Lakshadweep,2019,3,Others,10278.678434187355,10
2190,Lakshadweep,2019,4,Recharge & bill payments,618155.9004644766,1801
2191,Lakshadweep,2019,4,Peer-to-peer payments,10383413.246670496,1753
2192,Lakshadweep,2019,4,Merchant payments,211413.62244321496,188
2193,Lakshadweep,2019,4,Financial Services,34.39721181625656,2
2194,Lakshadweep,2019,4,Others,56896.23813384895,21
2195,Lakshadweep,2020,1,Recharge & bill payments,789255.2646123999,2684
2196,Lakshadweep,2020,1,Peer-to-peer payments,12463327.261836832,2068
2197,Lakshadweep,2020,1,Merchant payments,216594.03077193064,387
2198,Lakshadweep,2020,1,Others,33192.017283045374,12
2199,Lakshadweep,2020,2,Recharge & bill payments,1061694.138574572,4497
2200,Lakshadweep,2020,2,Peer-to-peer payments,14718605.188911092,2176
2201,Lakshadweep,2020,2,Merchant payments,971609.4583537823,472
2202,Lakshadweep,2020,2,Financial Services,158593.59701229632,60
2203,Lakshadweep,2020,2,Others,32419.703092655054,15
2204,Lakshadweep,2020,3,Recharge & bill payments,1186947.553816269,4696
2205,Lakshadweep,2020,3,Peer-to-peer payments,19189391.618742835,2946
2206,Lakshadweep,2020,3,Merchant payments,842981.169451366,903
2207,Lakshadweep,2020,3,Financial Services,45457.50970027798,27
2208,Lakshadweep,2020,3,Others,42055.45694608544,17
2209,Lakshadweep,2020,4,Recharge & bill payments,1499298.1127799235,5187
2210,Lakshadweep,2020,4,Peer-to-peer payments,27284123.245665,4741
2211,Lakshadweep,2020,4,Merchant payments,1227101.6378793938,1668
2212,Lakshadweep,2020,4,Financial Services,13968.7539965527,22
2213,Lakshadweep,2020,4,Others,86826.16675951776,32
2214,Lakshadweep,2021,1,Peer-to-peer payments,24823715.017422147,3942
2215,Lakshadweep,2021,1,Recharge & bill payments,1070209.4218526704,3541
2216,Lakshadweep,2021,1,Merchant payments,1040213.7953898906,1537
2217,Lakshadweep,2021,1,Financial Services,15929.095105497145,19
2218,Lakshadweep,2021,1,Others,92715.5843109472,46
2219,Lakshadweep,2021,2,Recharge & bill payments,1745295.828077295,5499
2220,Lakshadweep,2021,2,Peer-to-peer payments,23996417.49366483,4069
2221,Lakshadweep,2021,2,Merchant payments,1525331.9146529401,1743
2222,Lakshadweep,2021,2,Financial Services,15052.018496008179,29
2223,Lakshadweep,2021,2,Others,101366.40306045809,44
2224,Lakshadweep,2021,3,Peer-to-peer payments,34142107.520169854,5687
2225,Lakshadweep,2021,3,Recharge & bill payments,1700287.4734963956,5153
2226,Lakshadweep,2021,3,Merchant payments,2750367.063028222,2450
2227,Lakshadweep,2021,3,Financial Services,137227.35390598275,48
2228,Lakshadweep,2021,3,Others,73174.28816768769,32
2229,Lakshadweep,2021,4,Peer-to-peer payments,44696668.86120765,7154
2230,Lakshadweep,2021,4,Recharge & bill payments,2093901.2918026838,5355
2231,Lakshadweep,2021,4,Merchant payments,4071239.087436496,2872
2232,Lakshadweep,2021,4,Financial Services,19994.541946360278,27
2233,Lakshadweep,2021,4,Others,116381.74598782149,62
2234,Lakshadweep,2022,1,Peer-to-peer payments,48590864.56835763,7913
2235,Lakshadweep,2022,1,Recharge & bill payments,2322580.1695599537,5334
2236,Lakshadweep,2022,1,Merchant payments,3838358.3586293925,3048
2237,Lakshadweep,2022,1,Financial Services,38274.22628876488,39
2238,Lakshadweep,2022,1,Others,149355.3310943247,63
2239,Lakshadweep,2022,2,Peer-to-peer payments,48451728.04746901,8491
2240,Lakshadweep,2022,2,Recharge & bill payments,2386144.714677198,5366
2241,Lakshadweep,2022,2,Merchant payments,4895657.060086848,3602
2242,Lakshadweep,2022,2,Financial Services,87127.8249489804,59
2243,Lakshadweep,2022,2,Others,108944.34272364664,51
2244,Lakshadweep,2022,3,Peer-to-peer payments,40029003.82575238,7533
2245,Lakshadweep,2022,3,Recharge & bill payments,1936538.3067545425,4441
2246,Lakshadweep,2022,3,Merchant payments,5469200.646094429,3142
2247,Lakshadweep,2022,3,Financial Services,63629.88416689246,64
2248,Lakshadweep,2022,3,Others,81636.9547320153,61
2249,Lakshadweep,2022,4,Peer-to-peer payments,47450386.0033243,8686
2250,Lakshadweep,2022,4,Recharge & bill payments,2024739.1542023947,4557
2251,Lakshadweep,2022,4,Merchant payments,5250991.002376802,3819
2252,Lakshadweep,2022,4,Financial Services,26453.0247779254,35
2253,Lakshadweep,2022,4,Others,61304.43025482374,50
2254,Lakshadweep,2023,1,Peer-to-peer payments,73202195.0,14918
2255,Lakshadweep,2023,1,Recharge & bill payments,3929048.0,8287
2256,Lakshadweep,2023,1,Merchant payments,7988014.0,6123
2257,Lakshadweep,2023,1,Financial Services,160430.0,153
2258,Lakshadweep,2023,1,Others,42274.0,39
2259,Lakshadweep,2023,2,Peer-to-peer payments,80630344.0,16924
2260,Lakshadweep,2023,2,Merchant payments,12585603.0,9524
2261,Lakshadweep,2023,2,Recharge & bill payments,4632264.0,8287
2262,Lakshadweep,2023,2,Financial Services,52460.0,105
2263,Lakshadweep,2023,2,Others,86767.0,78
2264,Lakshadweep,2023,3,Peer-to-peer payments,77301147.0,20220
2265,Lakshadweep,2023,3,Merchant payments,12027729.0,14902
2266,Lakshadweep,2023,3,Recharge & bill payments,5093309.0,8577
2267,Lakshadweep,2023,3,Financial Services,12540.0,16
2268,Lakshadweep,2023,3,Others,92336.0,42
2269,Lakshadweep,2023,4,Merchant payments,20455699.0,27931
2270,Lakshadweep,2023,4,Peer-to-peer payments,93623472.0,25886
2271,Lakshadweep,2023,4,Recharge & bill payments,5537222.0,9527
2272,Lakshadweep,2023,4,Financial Services,102991.0,79
2273,Lakshadweep,2023,4,Others,111999.0,56
2274,Madhya Pradesh,2018,1,Recharge & bill payments,667057311.4560372,4404190
2275,Madhya Pradesh,2018,1,Peer-to-peer payments,7590790588.551903,2848290
2276,Madhya Pradesh,2018,1,Financial Services,43374288.98373023,230519
2277,Madhya Pradesh,2018,1,Merchant payments,170119673.71275404,196394
2278,Madhya Pradesh,2018,1,Others,210261540.7414958,346002
2279,Madhya Pradesh,2018,2,Recharge & bill payments,1132090445.8903365,5324535
2280,Madhya Pradesh,2018,2,Peer-to-peer payments,14155603482.492638,4269392
2281,Madhya Pradesh,2018,2,Merchant payments,339308203.1707404,397135
2282,Madhya Pradesh,2018,2,Financial Services,53860331.805742756,305553
2283,Madhya Pradesh,2018,2,Others,243218603.31985626,264797
2284,Madhya Pradesh,2018,3,Peer-to-peer payments,22057686208.544342,9988509
2285,Madhya Pradesh,2018,3,Recharge & bill payments,1367773856.6756551,5733261
2286,Madhya Pradesh,2018,3,Merchant payments,465390819.59013355,784995
2287,Madhya Pradesh,2018,3,Financial Services,46120458.63885434,359440
2288,Madhya Pradesh,2018,3,Others,212770861.22341695,260780
2289,Madhya Pradesh,2018,4,Peer-to-peer payments,30897348664.90544,11456555
2290,Madhya Pradesh,2018,4,Recharge & bill payments,1669345516.941368,7273502
2291,Madhya Pradesh,2018,4,Merchant payments,1036249753.9278035,2056426
2292,Madhya Pradesh,2018,4,Financial Services,43367243.154430926,313540
2293,Madhya Pradesh,2018,4,Others,259296894.03827757,297532
2294,Madhya Pradesh,2019,1,Peer-to-peer payments,44114206183.09186,23708825
2295,Madhya Pradesh,2019,1,Recharge & bill payments,2423593841.716142,9966905
2296,Madhya Pradesh,2019,1,Merchant payments,1263699222.3501081,3018928
2297,Madhya Pradesh,2019,1,Financial Services,28901169.292499043,290838
2298,Madhya Pradesh,2019,1,Others,239879105.5972368,315553
2299,Madhya Pradesh,2019,2,Peer-to-peer payments,61758841793.87666,20868744
2300,Madhya Pradesh,2019,2,Recharge & bill payments,3571897178.303101,12044969
2301,Madhya Pradesh,2019,2,Merchant payments,2671155681.449155,7331352
2302,Madhya Pradesh,2019,2,Financial Services,18869661.513485767,149197
2303,Madhya Pradesh,2019,2,Others,313802065.4154737,451751
2304,Madhya Pradesh,2019,3,Peer-to-peer payments,67648107703.0357,22631038
2305,Madhya Pradesh,2019,3,Merchant payments,5147459307.101742,17163551
2306,Madhya Pradesh,2019,3,Recharge & bill payments,4576521609.460834,13156616
2307,Madhya Pradesh,2019,3,Financial Services,25654168.60092132,192821
2308,Madhya Pradesh,2019,3,Others,278578703.0441117,466385
2309,Madhya Pradesh,2019,4,Peer-to-peer payments,92064471161.9892,32083162
2310,Madhya Pradesh,2019,4,Merchant payments,7304157801.612935,19447707
2311,Madhya Pradesh,2019,4,Recharge & bill payments,5104821720.999016,16081734
2312,Madhya Pradesh,2019,4,Financial Services,24020060.932133198,127116
2313,Madhya Pradesh,2019,4,Others,190456045.32494444,392270
2314,Madhya Pradesh,2020,1,Peer-to-peer payments,110325991607.38477,34540722
2315,Madhya Pradesh,2020,1,Merchant payments,9898242848.25793,24618074
2316,Madhya Pradesh,2020,1,Recharge & bill payments,6311610609.846225,19788516
2317,Madhya Pradesh,2020,1,Financial Services,30645714.401902914,68055
2318,Madhya Pradesh,2020,1,Others,170790656.30339786,351379
2319,Madhya Pradesh,2020,2,Peer-to-peer payments,128184693854.7977,34860958
2320,Madhya Pradesh,2020,2,Recharge & bill payments,8904067957.01212,27497528
2321,Madhya Pradesh,2020,2,Merchant payments,10666223053.634727,13685723
2322,Madhya Pradesh,2020,2,Financial Services,62073621.44351514,80988
2323,Madhya Pradesh,2020,2,Others,104956802.17437972,215376
2324,Madhya Pradesh,2020,3,Peer-to-peer payments,174978985034.2865,50871564
2325,Madhya Pradesh,2020,3,Merchant payments,20621273981.65966,31879804
2326,Madhya Pradesh,2020,3,Recharge & bill payments,9834190567.205517,25380467
2327,Madhya Pradesh,2020,3,Financial Services,122971108.07060198,131725
2328,Madhya Pradesh,2020,3,Others,144259293.31583393,316321
2329,Madhya Pradesh,2020,4,Peer-to-peer payments,235584201864.22342,67972167
2330,Madhya Pradesh,2020,4,Merchant payments,37315576877.14569,57707471
2331,Madhya Pradesh,2020,4,Recharge & bill payments,10977774483.325565,27335834
2332,Madhya Pradesh,2020,4,Financial Services,132590450.07074244,149532
2333,Madhya Pradesh,2020,4,Others,264996097.6059612,487537
2334,Madhya Pradesh,2021,1,Merchant payments,50098244499.50662,84812245
2335,Madhya Pradesh,2021,1,Peer-to-peer payments,279938170703.8171,84070625
2336,Madhya Pradesh,2021,1,Recharge & bill payments,13060914041.039404,32500681
2337,Madhya Pradesh,2021,1,Financial Services,161838389.7954778,169378
2338,Madhya Pradesh,2021,1,Others,274786748.1299523,445569
2339,Madhya Pradesh,2021,2,Peer-to-peer payments,348935762191.10486,99367521
2340,Madhya Pradesh,2021,2,Merchant payments,58839392449.9937,77113464
2341,Madhya Pradesh,2021,2,Recharge & bill payments,17230546398.848663,46118636
2342,Madhya Pradesh,2021,2,Financial Services,177313389.66602695,188726
2343,Madhya Pradesh,2021,2,Others,317753606.01156956,526333
2344,Madhya Pradesh,2021,3,Merchant payments,85885669792.43228,138433772
2345,Madhya Pradesh,2021,3,Peer-to-peer payments,398912712886.4574,127654821
2346,Madhya Pradesh,2021,3,Recharge & bill payments,19025346050.627724,44437315
2347,Madhya Pradesh,2021,3,Financial Services,180366422.58245987,174454
2348,Madhya Pradesh,2021,3,Others,408508699.4365407,742972
2349,Madhya Pradesh,2021,4,Merchant payments,126461098235.02324,197193842
2350,Madhya Pradesh,2021,4,Peer-to-peer payments,507118521843.3588,159649020
2351,Madhya Pradesh,2021,4,Recharge & bill payments,22492766779.156635,46220966
2352,Madhya Pradesh,2021,4,Financial Services,246488171.37792647,247925
2353,Madhya Pradesh,2021,4,Others,568617375.5894115,996331
2354,Madhya Pradesh,2022,1,Merchant payments,143310226696.7226,237691924
2355,Madhya Pradesh,2022,1,Peer-to-peer payments,578201697703.7521,185008444
2356,Madhya Pradesh,2022,1,Recharge & bill payments,25437774564.26215,48870314
2357,Madhya Pradesh,2022,1,Financial Services,219927120.15944034,222923
2358,Madhya Pradesh,2022,1,Others,495513514.75128734,909453
2359,Madhya Pradesh,2022,2,Merchant payments,174183397721.35938,287616385
2360,Madhya Pradesh,2022,2,Peer-to-peer payments,663180522499.3412,202093283
2361,Madhya Pradesh,2022,2,Recharge & bill payments,29125694281.81933,54318983
2362,Madhya Pradesh,2022,2,Financial Services,153944499.74490312,157672
2363,Madhya Pradesh,2022,2,Others,381178326.32090586,713506
2364,Madhya Pradesh,2022,3,Merchant payments,212445928287.3991,391105651
2365,Madhya Pradesh,2022,3,Peer-to-peer payments,780650402034.3962,267013695
2366,Madhya Pradesh,2022,3,Recharge & bill payments,39132574047.51802,72148870
2367,Madhya Pradesh,2022,3,Financial Services,236981163.63162854,240678
2368,Madhya Pradesh,2022,3,Others,442608716.71893203,750665
2369,Madhya Pradesh,2022,4,Merchant payments,272801597092.4764,492999084
2370,Madhya Pradesh,2022,4,Peer-to-peer payments,984255199293.6544,325467851
2371,Madhya Pradesh,2022,4,Recharge & bill payments,45143248068.81734,79289399
2372,Madhya Pradesh,2022,4,Financial Services,278304972.64702964,286931
2373,Madhya Pradesh,2022,4,Others,521508120.7286146,785003
2374,Madhya Pradesh,2023,1,Merchant payments,208281637594.0,404378350
2375,Madhya Pradesh,2023,1,Peer-to-peer payments,809388762719.0,263524301
2376,Madhya Pradesh,2023,1,Recharge & bill payments,43725957842.0,65818962
2377,Madhya Pradesh,2023,1,Financial Services,236606773.0,226835
2378,Madhya Pradesh,2023,1,Others,393634973.0,618522
2379,Madhya Pradesh,2023,2,Merchant payments,236960764220.0,479498828
2380,Madhya Pradesh,2023,2,Peer-to-peer payments,916102516476.0,294125925
2381,Madhya Pradesh,2023,2,Recharge & bill payments,48712706741.0,73584106
2382,Madhya Pradesh,2023,2,Financial Services,289207465.0,248905
2383,Madhya Pradesh,2023,2,Others,375754606.0,579296
2384,Madhya Pradesh,2023,3,Merchant payments,255858070965.0,567760229
2385,Madhya Pradesh,2023,3,Peer-to-peer payments,929775417818.0,333209928
2386,Madhya Pradesh,2023,3,Recharge & bill payments,51434802126.0,76997837
2387,Madhya Pradesh,2023,3,Financial Services,408838885.0,318662
2388,Madhya Pradesh,2023,3,Others,344868455.0,525937
2389,Madhya Pradesh,2023,4,Merchant payments,304240605817.0,648920525
2390,Madhya Pradesh,2023,4,Peer-to-peer payments,1063381622538.0,373769167
2391,Madhya Pradesh,2023,4,Recharge & bill payments,58049633385.0,78674422
2392,Madhya Pradesh,2023,4,Financial Services,494411136.0,394962
2393,Madhya Pradesh,2023,4,Others,336607811.0,535537
2394,Maharashtra,2018,1,Recharge & bill payments,2283567431.223535,9670237
2395,Maharashtra,2018,1,Peer-to-peer payments,18283896464.750908,5227770
2396,Maharashtra,2018,1,Merchant payments,576964070.7366859,616779
2397,Maharashtra,2018,1,Financial Services,60997258.060299724,235051
2398,Maharashtra,2018,1,Others,506188032.9539564,637197
2399,Maharashtra,2018,2,Recharge & bill payments,3725800358.6814823,12384216
2400,Maharashtra,2018,2,Peer-to-peer payments,30782831245.6586,7772336
2401,Maharashtra,2018,2,Merchant payments,1226121649.4989598,1306326
2402,Maharashtra,2018,2,Financial Services,85545909.43528841,262875
2403,Maharashtra,2018,2,Others,536758077.84638786,559987
2404,Maharashtra,2018,3,Recharge & bill payments,4547486090.186737,14371791
2405,Maharashtra,2018,3,Peer-to-peer payments,45466534003.980484,13470065
2406,Maharashtra,2018,3,Merchant payments,1702220875.4343855,2797204
2407,Maharashtra,2018,3,Financial Services,52348968.006728604,234598
2408,Maharashtra,2018,3,Others,492227795.6386977,664880
2409,Maharashtra,2018,4,Peer-to-peer payments,68974011019.10294,20824667
2410,Maharashtra,2018,4,Recharge & bill payments,5860865070.470685,18071025
2411,Maharashtra,2018,4,Merchant payments,3985195742.2480145,6047705
2412,Maharashtra,2018,4,Financial Services,77345546.53012432,325121
2413,Maharashtra,2018,4,Others,621519669.4818641,821705
2414,Maharashtra,2019,1,Peer-to-peer payments,97373087988.08871,37360716
2415,Maharashtra,2019,1,Recharge & bill payments,8256500586.651282,24540041
2416,Maharashtra,2019,1,Merchant payments,5172594695.5318,12069119
2417,Maharashtra,2019,1,Financial Services,49487746.20873056,287569
2418,Maharashtra,2019,1,Others,569019903.8604956,821624
2419,Maharashtra,2019,2,Peer-to-peer payments,130558153687.9542,42546317
2420,Maharashtra,2019,2,Recharge & bill payments,12197234771.434273,29395661
2421,Maharashtra,2019,2,Merchant payments,9728561726.767143,27854042
2422,Maharashtra,2019,2,Financial Services,45291636.10507481,182840
2423,Maharashtra,2019,2,Others,765228265.7976472,1170993
2424,Maharashtra,2019,3,Peer-to-peer payments,165731686168.5575,57991699
2425,Maharashtra,2019,3,Merchant payments,17545729507.395977,54683738
2426,Maharashtra,2019,3,Recharge & bill payments,15471698543.739597,34309301
2427,Maharashtra,2019,3,Financial Services,54108447.39407451,231467
2428,Maharashtra,2019,3,Others,814284077.8637518,1519376
2429,Maharashtra,2019,4,Merchant payments,27209874138.487556,80127804
2430,Maharashtra,2019,4,Peer-to-peer payments,227268054757.21698,78795871
2431,Maharashtra,2019,4,Recharge & bill payments,17794666215.044445,40705998
2432,Maharashtra,2019,4,Financial Services,49622863.824426055,129755
2433,Maharashtra,2019,4,Others,672210824.9770112,1501192
2434,Maharashtra,2020,1,Merchant payments,35200130304.82776,100337738
2435,Maharashtra,2020,1,Peer-to-peer payments,262541205695.8384,87067410
2436,Maharashtra,2020,1,Recharge & bill payments,21603565070.425602,50199498
2437,Maharashtra,2020,1,Financial Services,91363684.1276232,123476
2438,Maharashtra,2020,1,Others,558931962.876125,1215959
2439,Maharashtra,2020,2,Peer-to-peer payments,239933338682.6934,74295930
2440,Maharashtra,2020,2,Recharge & bill payments,23112343247.416145,60856480
2441,Maharashtra,2020,2,Merchant payments,32859184582.219048,48965388
2442,Maharashtra,2020,2,Financial Services,211733275.7829895,206461
2443,Maharashtra,2020,2,Others,242917371.3033281,466502
2444,Maharashtra,2020,3,Peer-to-peer payments,351555554813.2122,108436214
2445,Maharashtra,2020,3,Merchant payments,60171102123.94888,100808237
2446,Maharashtra,2020,3,Recharge & bill payments,27915727882.59293,58082283
2447,Maharashtra,2020,3,Financial Services,333669599.61883616,325453
2448,Maharashtra,2020,3,Others,331024593.0721529,658737
2449,Maharashtra,2020,4,Merchant payments,103804638603.74611,189845640
2450,Maharashtra,2020,4,Peer-to-peer payments,485747881733.823,151741840
2451,Maharashtra,2020,4,Recharge & bill payments,31556917821.77767,64556682
2452,Maharashtra,2020,4,Financial Services,418399992.5395771,398409
2453,Maharashtra,2020,4,Others,627692680.4078207,1078433
2454,Maharashtra,2021,1,Merchant payments,129493046208.15726,253043309
2455,Maharashtra,2021,1,Peer-to-peer payments,599213284361.7993,187021609
2456,Maharashtra,2021,1,Recharge & bill payments,40057211827.15962,76389103
2457,Maharashtra,2021,1,Financial Services,492900202.68315214,439551
2458,Maharashtra,2021,1,Others,630909553.4508264,966668
2459,Maharashtra,2021,2,Merchant payments,150864465217.02304,247194293
2460,Maharashtra,2021,2,Peer-to-peer payments,719859665693.5271,228551961
2461,Maharashtra,2021,2,Recharge & bill payments,43154405548.44597,96271138
2462,Maharashtra,2021,2,Financial Services,536780917.0359157,504252
2463,Maharashtra,2021,2,Others,699738247.6695637,1094842
2464,Maharashtra,2021,3,Merchant payments,216701984638.98932,390051884
2465,Maharashtra,2021,3,Peer-to-peer payments,890860873379.5576,296951706
2466,Maharashtra,2021,3,Recharge & bill payments,50242023586.056046,103943973
2467,Maharashtra,2021,3,Financial Services,579098938.658318,448646
2468,Maharashtra,2021,3,Others,873324624.1826177,1477851
2469,Maharashtra,2021,4,Merchant payments,305512280091.4157,540351277
2470,Maharashtra,2021,4,Peer-to-peer payments,1109862480618.2227,361865450
2471,Maharashtra,2021,4,Recharge & bill payments,58087950922.43887,105990417
2472,Maharashtra,2021,4,Financial Services,707102765.3058928,606265
2473,Maharashtra,2021,4,Others,1188658731.1175365,1918093
2474,Maharashtra,2022,1,Merchant payments,340240479374.36835,646277671
2475,Maharashtra,2022,1,Peer-to-peer payments,1274889182430.209,411989717
2476,Maharashtra,2022,1,Recharge & bill payments,64507860103.55089,108896881
2477,Maharashtra,2022,1,Financial Services,677612619.2786882,583243
2478,Maharashtra,2022,1,Others,1084139453.7274752,1758926
2479,Maharashtra,2022,2,Merchant payments,428469294407.1603,810961772
2480,Maharashtra,2022,2,Peer-to-peer payments,1501201968773.8115,470258043
2481,Maharashtra,2022,2,Recharge & bill payments,75110969246.16316,124280427
2482,Maharashtra,2022,2,Financial Services,559321829.4503716,490152
2483,Maharashtra,2022,2,Others,930827919.303539,1542719
2484,Maharashtra,2022,3,Merchant payments,432250721734.13074,876618082
2485,Maharashtra,2022,3,Peer-to-peer payments,1434565548650.9136,483481713
2486,Maharashtra,2022,3,Recharge & bill payments,79360150487.36568,124545840
2487,Maharashtra,2022,3,Financial Services,571583115.6687979,521362
2488,Maharashtra,2022,3,Others,831183386.4681726,1222420
2489,Maharashtra,2022,4,Merchant payments,502660888415.46185,1025666187
2490,Maharashtra,2022,4,Peer-to-peer payments,1622619308526.9614,535142126
2491,Maharashtra,2022,4,Recharge & bill payments,83576414221.03232,126118544
2492,Maharashtra,2022,4,Financial Services,699276779.1906543,620124
2493,Maharashtra,2022,4,Others,914951674.4842072,1228291
2494,Maharashtra,2023,1,Merchant payments,502987953087.0,1134579287
2495,Maharashtra,2023,1,Peer-to-peer payments,1752752577223.0,572326605
2496,Maharashtra,2023,1,Recharge & bill payments,104828264973.0,139414546
2497,Maharashtra,2023,1,Financial Services,763120514.0,667987
2498,Maharashtra,2023,1,Others,953990262.0,1280074
2499,Maharashtra,2023,2,Merchant payments,567713506184.0,1289778683
2500,Maharashtra,2023,2,Peer-to-peer payments,1923752701888.0,620475611
2501,Maharashtra,2023,2,Recharge & bill payments,112846643294.0,151613474
2502,Maharashtra,2023,2,Financial Services,821061690.0,697164
2503,Maharashtra,2023,2,Others,870693412.0,1152916
2504,Maharashtra,2023,3,Merchant payments,623156210487.0,1442968360
2505,Maharashtra,2023,3,Peer-to-peer payments,2006148405860.0,689021709
2506,Maharashtra,2023,3,Recharge & bill payments,120947991569.0,156785138
2507,Maharashtra,2023,3,Financial Services,1088491523.0,824436
2508,Maharashtra,2023,3,Others,831084802.0,1078944
2509,Maharashtra,2023,4,Merchant payments,707862700173.0,1646497204
2510,Maharashtra,2023,4,Peer-to-peer payments,2254104157529.0,767517612
2511,Maharashtra,2023,4,Recharge & bill payments,133821812867.0,155965094
2512,Maharashtra,2023,4,Financial Services,1362709031.0,1025481
2513,Maharashtra,2023,4,Others,863555358.0,1157334
2514,Manipur,2018,1,Recharge & bill payments,6463184.554711691,50212
