,State,District,Year,Quartar,Trans_Count,Amount
389,Arunachal Pradesh,Upper Siang,2018,1,126,186610.66988095018
390,Arunachal Pradesh,Tirap,2018,1,945,1064265.0002443574
391,Arunachal Pradesh,Papum Pare,2018,1,14224,32555848.462331478
392,Arunachal Pradesh,Kurung Kumey,2018,1,84,99416.58027150274
393,Arunachal Pradesh,Siang,2018,1,252,339471.80434222345
394,Arunachal Pradesh,Lower Siang,2018,1,1292,2337960.7148240386
395,Arunachal Pradesh,Kra Daadi,2018,1,207,495375.1454853307
396,Arunachal Pradesh,Changlang,2018,1,3195,5380749.415278763
397,Arunachal Pradesh,Pakke Kessang,2018,1,9,9131.404205737199
398,Arunachal Pradesh,Dibang Valley,2018,1,2,169.88856537681642
399,Arunachal Pradesh,West Kameng,2018,1,5787,9540632.547015157
400,Arunachal Pradesh,East Siang,2018,1,3286,5533620.186295529
401,Arunachal Pradesh,Upper Subansiri,2018,1,735,1358367.5018580484
402,Arunachal Pradesh,East Kameng,2018,1,529,473824.76595106337
403,Arunachal Pradesh,Lohit,2018,1,3747,11496949.54576835
404,Arunachal Pradesh,Lepa Rada,2018,1,288,403149.46702687367
405,Arunachal Pradesh,Tawang,2018,1,2334,5055665.022950603
406,Arunachal Pradesh,Namsai,2018,1,1400,2162984.705083958
407,Arunachal Pradesh,Lower Dibang Valley,2018,2,1827,2561237.506207262
408,Arunachal Pradesh,Lower Subansiri,2018,2,1666,4113742.04406352
409,Arunachal Pradesh,Longding,2018,2,4634,10271170.165521314
410,Arunachal Pradesh,West Siang,2018,2,2579,7610989.567485569
411,Arunachal Pradesh,Kamle,2018,2,12,23654.058373191845
412,Arunachal Pradesh,Upper Siang,2018,2,240,494895.09277159756
413,Arunachal Pradesh,Tirap,2018,2,1903,3126393.7649546335
414,Arunachal Pradesh,Papum Pare,2018,2,25363,66520931.20355793
415,Arunachal Pradesh,Kurung Kumey,2018,2,83,123737.2220411206
416,Arunachal Pradesh,Anjaw,2018,2,7,7871.020814692305
417,Arunachal Pradesh,Siang,2018,2,336,740232.6309634304
418,Arunachal Pradesh,Lower Siang,2018,2,2292,2179451.657976534
419,Arunachal Pradesh,Kra Daadi,2018,2,247,987135.9959717204
420,Arunachal Pradesh,Changlang,2018,2,6066,13294258.50337311
421,Arunachal Pradesh,Pakke Kessang,2018,2,48,58359.57138935899
422,Arunachal Pradesh,Dibang Valley,2018,2,68,65769.2036735354
423,Arunachal Pradesh,West Kameng,2018,2,10466,25521321.34140157
424,Arunachal Pradesh,East Siang,2018,2,6363,15285584.202916935
425,Arunachal Pradesh,Upper Subansiri,2018,2,1285,2911910.3689207276
426,Arunachal Pradesh,East Kameng,2018,2,522,1825297.4617279815
427,Arunachal Pradesh,Lohit,2018,2,6962,20520618.881890118
428,Arunachal Pradesh,Lepa Rada,2018,2,511,731444.7370576829
429,Arunachal Pradesh,Tawang,2018,2,5447,13722374.811357912
430,Arunachal Pradesh,Namsai,2018,2,3230,6271811.327635023
431,Arunachal Pradesh,Lower Dibang Valley,2018,3,2824,6074558.207066888
432,Arunachal Pradesh,Lower Subansiri,2018,3,2346,5154231.737357968
433,Arunachal Pradesh,Longding,2018,3,5288,18327334.050755527
434,Arunachal Pradesh,West Siang,2018,3,3337,12966152.792519316
435,Arunachal Pradesh,Kamle,2018,3,93,30504.94301319112
436,Arunachal Pradesh,Upper Siang,2018,3,250,743956.1055720671
437,Arunachal Pradesh,Tirap,2018,3,3322,7479257.007852319
438,Arunachal Pradesh,Papum Pare,2018,3,43282,101080479.2917223
439,Arunachal Pradesh,Kurung Kumey,2018,3,255,303027.4066451341
440,Arunachal Pradesh,Anjaw,2018,3,13,95403.67678261214
441,Arunachal Pradesh,Siang,2018,3,615,2141734.499956036
442,Arunachal Pradesh,Lower Siang,2018,3,2625,3045590.882295873
443,Arunachal Pradesh,Kra Daadi,2018,3,436,1606758.4080739785
444,Arunachal Pradesh,Changlang,2018,3,10162,20494174.949715402
445,Arunachal Pradesh,Pakke Kessang,2018,3,165,305164.81707575504
446,Arunachal Pradesh,Dibang Valley,2018,3,29,196466.66696677107
447,Arunachal Pradesh,West Kameng,2018,3,17026,48528147.45054105
448,Arunachal Pradesh,East Siang,2018,3,10539,24885270.773230057
449,Arunachal Pradesh,Upper Subansiri,2018,3,1601,4223297.613673143
450,Arunachal Pradesh,East Kameng,2018,3,1029,3132863.590645522
451,Arunachal Pradesh,Lohit,2018,3,11595,32702331.664437763
452,Arunachal Pradesh,Lepa Rada,2018,3,523,1777602.4370017413
453,Arunachal Pradesh,Tawang,2018,3,8715,25733824.994109266
454,Arunachal Pradesh,Namsai,2018,3,5076,10698272.774381302
455,Arunachal Pradesh,Lower Dibang Valley,2018,4,4227,10951332.393937869
456,Arunachal Pradesh,Lower Subansiri,2018,4,3735,8884930.591487257
457,Arunachal Pradesh,Longding,2018,4,6581,22545311.85089966
458,Arunachal Pradesh,West Siang,2018,4,3813,14013986.244825875
459,Arunachal Pradesh,Kamle,2018,4,247,361497.05682825705
460,Arunachal Pradesh,Upper Siang,2018,4,1041,2157332.9473089008
461,Arunachal Pradesh,Tirap,2018,4,5725,10811742.670586085
462,Arunachal Pradesh,Papum Pare,2018,4,55224,154875448.20778143
463,Arunachal Pradesh,Kurung Kumey,2018,4,444,759686.7195777439
464,Arunachal Pradesh,Anjaw,2018,4,273,495578.19942643447
465,Arunachal Pradesh,Siang,2018,4,822,2176630.237443937
466,Arunachal Pradesh,Lower Siang,2018,4,2883,4533291.201383284
467,Arunachal Pradesh,Kra Daadi,2018,4,750,3254327.442489025
468,Arunachal Pradesh,Changlang,2018,4,13950,32343047.413952358
469,Arunachal Pradesh,Pakke Kessang,2018,4,297,462143.5189972004
470,Arunachal Pradesh,Dibang Valley,2018,4,40,97205.28808666342
471,Arunachal Pradesh,West Kameng,2018,4,25439,89194886.84322134
472,Arunachal Pradesh,Shi Yomi,2018,4,61,42483.80153055695
473,Arunachal Pradesh,East Siang,2018,4,12893,34272134.344916776
474,Arunachal Pradesh,Upper Subansiri,2018,4,2686,8771042.079749444
475,Arunachal Pradesh,East Kameng,2018,4,1750,5936855.710462087
476,Arunachal Pradesh,Lohit,2018,4,14268,40510521.949797615
477,Arunachal Pradesh,Lepa Rada,2018,4,932,3023578.1893019043
478,Arunachal Pradesh,Tawang,2018,4,11104,35921510.89403269
479,Arunachal Pradesh,Namsai,2018,4,7244,17643523.29373534
480,Arunachal Pradesh,Lower Dibang Valley,2019,1,6314,13738776.18143886
481,Arunachal Pradesh,Lower Subansiri,2019,1,4994,12615032.122891838
482,Arunachal Pradesh,Longding,2019,1,7287,25349462.055245366
483,Arunachal Pradesh,West Siang,2019,1,5921,19426751.301233895
484,Arunachal Pradesh,Kamle,2019,1,391,725807.1059240355
485,Arunachal Pradesh,Upper Siang,2019,1,1154,2756678.3077581595
486,Arunachal Pradesh,Tirap,2019,1,6877,14075747.836402504
487,Arunachal Pradesh,Papum Pare,2019,1,70941,188556716.3567257
488,Arunachal Pradesh,Kurung Kumey,2019,1,740,2076644.1215012982
489,Arunachal Pradesh,Anjaw,2019,1,2116,4643030.795590812
490,Arunachal Pradesh,Siang,2019,1,1282,2552682.037255951
491,Arunachal Pradesh,Lower Siang,2019,1,3565,6923301.927893572
492,Arunachal Pradesh,Kra Daadi,2019,1,1070,3797175.4842446605
493,Arunachal Pradesh,Changlang,2019,1,17589,40239141.669717625
494,Arunachal Pradesh,Pakke Kessang,2019,1,545,1682922.8373646357
495,Arunachal Pradesh,Dibang Valley,2019,1,102,301591.38639926765
496,Arunachal Pradesh,West Kameng,2019,1,34289,101333633.67604163
497,Arunachal Pradesh,Shi Yomi,2019,1,19,212989.63045272
498,Arunachal Pradesh,East Siang,2019,1,15621,39284373.05409969
499,Arunachal Pradesh,Upper Subansiri,2019,1,3880,14105451.853243299
500,Arunachal Pradesh,East Kameng,2019,1,2688,9107597.731491327
501,Arunachal Pradesh,Lohit,2019,1,15896,42834776.778045304
502,Arunachal Pradesh,Lepa Rada,2019,1,1523,4054526.308789035
503,Arunachal Pradesh,Tawang,2019,1,13102,39489779.13784294
504,Arunachal Pradesh,Namsai,2019,1,8600,20065516.616355177
505,Arunachal Pradesh,Lower Dibang Valley,2019,2,5819,13737167.7479776
506,Arunachal Pradesh,Lower Subansiri,2019,2,5579,14746949.652010633
507,Arunachal Pradesh,Longding,2019,2,6744,23464027.892812617
508,Arunachal Pradesh,West Siang,2019,2,8041,24549832.977181494
509,Arunachal Pradesh,Kamle,2019,2,414,1136776.6962042823
510,Arunachal Pradesh,Upper Siang,2019,2,1079,3993676.3296563537
511,Arunachal Pradesh,Tirap,2019,2,6868,18633793.43372325
512,Arunachal Pradesh,Papum Pare,2019,2,86433,246640891.34861866
513,Arunachal Pradesh,Kurung Kumey,2019,2,1427,4036511.9338615797
514,Arunachal Pradesh,Anjaw,2019,2,2473,5220589.920801567
515,Arunachal Pradesh,Siang,2019,2,1654,5373179.351887872
516,Arunachal Pradesh,Lower Siang,2019,2,3791,7075961.239041175
517,Arunachal Pradesh,Kra Daadi,2019,2,1447,4315353.218765283
518,Arunachal Pradesh,Changlang,2019,2,18631,48891048.26477764
519,Arunachal Pradesh,Pakke Kessang,2019,2,687,1750138.0587616218
520,Arunachal Pradesh,Dibang Valley,2019,2,98,214966.6162180208
521,Arunachal Pradesh,West Kameng,2019,2,37430,122521180.75595039
522,Arunachal Pradesh,Shi Yomi,2019,2,13,65209.39364354455
523,Arunachal Pradesh,East Siang,2019,2,16494,46549881.23941852
524,Arunachal Pradesh,Upper Subansiri,2019,2,4827,18395806.566284098
525,Arunachal Pradesh,East Kameng,2019,2,2309,8996397.735290494
526,Arunachal Pradesh,Lohit,2019,2,18693,48893746.831022196
527,Arunachal Pradesh,Lepa Rada,2019,2,2108,5045595.906781289
528,Arunachal Pradesh,Tawang,2019,2,15960,55915834.5871187
529,Arunachal Pradesh,Namsai,2019,2,9637,22491356.65721929
530,Arunachal Pradesh,Lower Dibang Valley,2019,3,8405,15177864.63915902
531,Arunachal Pradesh,Lower Subansiri,2019,3,8828,21059967.49943525
532,Arunachal Pradesh,Longding,2019,3,10269,26620415.01923828
533,Arunachal Pradesh,West Siang,2019,3,11889,30014806.816802975
534,Arunachal Pradesh,Kamle,2019,3,677,968784.5134103607
535,Arunachal Pradesh,Upper Siang,2019,3,1419,3927440.4417752204
536,Arunachal Pradesh,Tirap,2019,3,11249,21737827.19336869
537,Arunachal Pradesh,Papum Pare,2019,3,117940,301518075.7016427
538,Arunachal Pradesh,Kurung Kumey,2019,3,1579,3674797.099413435
539,Arunachal Pradesh,Anjaw,2019,3,4230,9665384.074972186
540,Arunachal Pradesh,Siang,2019,3,2640,6888800.898705382
541,Arunachal Pradesh,Lower Siang,2019,3,5348,9507511.569068512
542,Arunachal Pradesh,Kra Daadi,2019,3,2187,5520848.186492377
543,Arunachal Pradesh,Changlang,2019,3,29218,58354823.443366826
544,Arunachal Pradesh,Pakke Kessang,2019,3,977,2145842.2925678995
545,Arunachal Pradesh,Dibang Valley,2019,3,202,675909.9962923382
546,Arunachal Pradesh,West Kameng,2019,3,53939,147186019.8759076
547,Arunachal Pradesh,Shi Yomi,2019,3,27,30367.754712275342
548,Arunachal Pradesh,East Siang,2019,3,22611,58040119.9573143
549,Arunachal Pradesh,Upper Subansiri,2019,3,7803,22099628.49449406
550,Arunachal Pradesh,East Kameng,2019,3,3814,10631335.871797245
551,Arunachal Pradesh,Lohit,2019,3,24505,54539458.21434432
552,Arunachal Pradesh,Lepa Rada,2019,3,2928,4930337.942058578
553,Arunachal Pradesh,Tawang,2019,3,24097,72221026.28393415
554,Arunachal Pradesh,Namsai,2019,3,13453,25507641.015596062
555,Arunachal Pradesh,Lower Dibang Valley,2019,4,10376,21103089.24170351
556,Arunachal Pradesh,Lower Subansiri,2019,4,11806,29634357.486805215
557,Arunachal Pradesh,Longding,2019,4,11018,29245021.393976457
558,Arunachal Pradesh,West Siang,2019,4,14581,39460255.46641725
559,Arunachal Pradesh,Kamle,2019,4,999,1620922.3277442688
560,Arunachal Pradesh,Upper Siang,2019,4,4165,12739585.638734035
561,Arunachal Pradesh,Tirap,2019,4,16459,38467790.7269052
562,Arunachal Pradesh,Papum Pare,2019,4,143272,378838002.3434037
563,Arunachal Pradesh,Kurung Kumey,2019,4,1343,4526789.748638094
564,Arunachal Pradesh,Anjaw,2019,4,5417,11887950.534618177
565,Arunachal Pradesh,Siang,2019,4,4756,8833695.424992222
566,Arunachal Pradesh,Lower Siang,2019,4,6628,11985865.259161524
567,Arunachal Pradesh,Kra Daadi,2019,4,2830,7804936.327522229
568,Arunachal Pradesh,Changlang,2019,4,33963,71874990.9639822
569,Arunachal Pradesh,Pakke Kessang,2019,4,1194,2287739.0120923957
570,Arunachal Pradesh,Dibang Valley,2019,4,267,1240493.0270471391
571,Arunachal Pradesh,West Kameng,2019,4,66740,198205637.50055438
572,Arunachal Pradesh,Shi Yomi,2019,4,232,170772.72677991798
573,Arunachal Pradesh,East Siang,2019,4,26605,72075285.44344108
574,Arunachal Pradesh,Upper Subansiri,2019,4,9285,28319761.873849634
575,Arunachal Pradesh,East Kameng,2019,4,5646,19408662.74847077
576,Arunachal Pradesh,Lohit,2019,4,29281,67502324.59236205
577,Arunachal Pradesh,Lepa Rada,2019,4,4245,8888753.875914622
578,Arunachal Pradesh,Tawang,2019,4,30077,91949243.6071119
579,Arunachal Pradesh,Namsai,2019,4,18290,32501252.235055383
580,Arunachal Pradesh,Lower Dibang Valley,2020,1,14400,29552510.9414332
581,Arunachal Pradesh,Lower Subansiri,2020,1,15770,34273250.7179902
582,Arunachal Pradesh,Longding,2020,1,13240,35267439.983279385
583,Arunachal Pradesh,West Siang,2020,1,19728,47929440.73153875
584,Arunachal Pradesh,Kamle,2020,1,1434,3418975.8263023924
585,Arunachal Pradesh,Upper Siang,2020,1,7055,17820679.64619372
586,Arunachal Pradesh,Tirap,2020,1,18369,40877851.79372531
587,Arunachal Pradesh,Papum Pare,2020,1,180373,457430754.1595316
588,Arunachal Pradesh,Kurung Kumey,2020,1,2294,5942677.061635139
589,Arunachal Pradesh,Anjaw,2020,1,5025,12808735.858744403
590,Arunachal Pradesh,Siang,2020,1,5136,11962344.13711079
591,Arunachal Pradesh,Lower Siang,2020,1,8047,15520255.403975137
592,Arunachal Pradesh,Kra Daadi,2020,1,3407,10045462.795181293
593,Arunachal Pradesh,Changlang,2020,1,43858,93461363.58699805
594,Arunachal Pradesh,Pakke Kessang,2020,1,2044,3425821.315796173
595,Arunachal Pradesh,Dibang Valley,2020,1,397,878784.5955219769
596,Arunachal Pradesh,West Kameng,2020,1,75363,198712422.2374845
597,Arunachal Pradesh,Shi Yomi,2020,1,117,566189.9936512378
598,Arunachal Pradesh,East Siang,2020,1,33743,82011539.42531273
599,Arunachal Pradesh,Upper Subansiri,2020,1,12313,33686711.81345673
600,Arunachal Pradesh,East Kameng,2020,1,7379,20456070.89377439
601,Arunachal Pradesh,Lohit,2020,1,36985,83701268.27182505
602,Arunachal Pradesh,Lepa Rada,2020,1,5721,11137993.767266009
603,Arunachal Pradesh,Tawang,2020,1,31865,84425193.41571434
604,Arunachal Pradesh,Namsai,2020,1,23112,46444942.9567038
605,Arunachal Pradesh,Lower Dibang Valley,2020,2,26234,42360072.526896134
606,Arunachal Pradesh,Lower Subansiri,2020,2,25703,46133123.517396785
607,Arunachal Pradesh,Longding,2020,2,20664,54678022.50234371
608,Arunachal Pradesh,West Siang,2020,2,32777,72790231.05472675
609,Arunachal Pradesh,Kamle,2020,2,2397,4126243.0778709752
610,Arunachal Pradesh,Upper Siang,2020,2,10899,28048492.10512026
611,Arunachal Pradesh,Tirap,2020,2,28830,63497030.840810165
612,Arunachal Pradesh,Papum Pare,2020,2,221728,535085907.34048563
613,Arunachal Pradesh,Kurung Kumey,2020,2,3847,11359743.457053192
614,Arunachal Pradesh,Anjaw,2020,2,7617,18795023.531477228
615,Arunachal Pradesh,Siang,2020,2,9827,18585670.46796793
616,Arunachal Pradesh,Lower Siang,2020,2,13321,23571085.32253689
617,Arunachal Pradesh,Kra Daadi,2020,2,5264,15730996.227462547
618,Arunachal Pradesh,Changlang,2020,2,69279,128572447.99797386
619,Arunachal Pradesh,Pakke Kessang,2020,2,3558,4635272.064395212
620,Arunachal Pradesh,Dibang Valley,2020,2,966,2559724.8369189673
621,Arunachal Pradesh,West Kameng,2020,2,95421,251395972.22505817
622,Arunachal Pradesh,Shi Yomi,2020,2,302,1222863.4358782358
623,Arunachal Pradesh,East Siang,2020,2,55680,112693868.8099896
624,Arunachal Pradesh,Upper Subansiri,2020,2,18056,43140688.970285244
625,Arunachal Pradesh,East Kameng,2020,2,11791,40506284.272980645
626,Arunachal Pradesh,Lohit,2020,2,56541,114730675.47714493
627,Arunachal Pradesh,Lepa Rada,2020,2,8601,16064862.366431037
628,Arunachal Pradesh,Tawang,2020,2,44499,121561732.24171817
629,Arunachal Pradesh,Namsai,2020,2,34972,54870798.31404532
630,Arunachal Pradesh,Lower Dibang Valley,2020,3,27655,63469161.328603886
631,Arunachal Pradesh,Lower Subansiri,2020,3,26596,59707234.22223007
632,Arunachal Pradesh,Longding,2020,3,21445,63273209.984560445
633,Arunachal Pradesh,West Siang,2020,3,34295,92449732.96070345
634,Arunachal Pradesh,Kamle,2020,3,2618,5300885.9328534985
635,Arunachal Pradesh,Upper Siang,2020,3,12707,40210852.98915006
636,Arunachal Pradesh,Tirap,2020,3,30046,81539831.5295825
637,Arunachal Pradesh,Papum Pare,2020,3,298350,859373863.7202578
638,Arunachal Pradesh,Kurung Kumey,2020,3,4391,13864822.733226534
639,Arunachal Pradesh,Anjaw,2020,3,9751,31524690.460289024
640,Arunachal Pradesh,Siang,2020,3,10489,21236201.531454768
641,Arunachal Pradesh,Lower Siang,2020,3,12456,28754627.349573277
642,Arunachal Pradesh,Kra Daadi,2020,3,5676,16181045.612635879
643,Arunachal Pradesh,Changlang,2020,3,73842,159158438.92541084
644,Arunachal Pradesh,Pakke Kessang,2020,3,3469,6301715.335375749
645,Arunachal Pradesh,Dibang Valley,2020,3,899,3061207.2925078664
646,Arunachal Pradesh,West Kameng,2020,3,111029,332812237.8096209
647,Arunachal Pradesh,Shi Yomi,2020,3,521,3410288.130911609
648,Arunachal Pradesh,East Siang,2020,3,69710,176323789.94437826
649,Arunachal Pradesh,Upper Subansiri,2020,3,24387,70811197.57521853
650,Arunachal Pradesh,East Kameng,2020,3,13421,43881134.37096395
651,Arunachal Pradesh,Lohit,2020,3,65889,156523653.1864311
652,Arunachal Pradesh,Lepa Rada,2020,3,10150,22146313.373236045
653,Arunachal Pradesh,Tawang,2020,3,56016,182137862.72423625
654,Arunachal Pradesh,Namsai,2020,3,37019,76484566.53480485
655,Arunachal Pradesh,Lower Dibang Valley,2020,4,33455,81929299.56817816
656,Arunachal Pradesh,Lower Subansiri,2020,4,31411,97681186.89595497
657,Arunachal Pradesh,Longding,2020,4,26089,74890543.91561158
658,Arunachal Pradesh,West Siang,2020,4,45207,125118193.0493962
659,Arunachal Pradesh,Kamle,2020,4,3611,10000596.409396999
660,Arunachal Pradesh,Upper Siang,2020,4,19943,78146755.88828371
661,Arunachal Pradesh,Tirap,2020,4,36124,104709589.6601958
662,Arunachal Pradesh,Papum Pare,2020,4,390528,1205917753.7046227
663,Arunachal Pradesh,Kurung Kumey,2020,4,4581,17134470.4444281
664,Arunachal Pradesh,Anjaw,2020,4,17228,49318880.51759694
665,Arunachal Pradesh,Siang,2020,4,12962,32619173.238261122
666,Arunachal Pradesh,Lower Siang,2020,4,14782,33891568.64514145
667,Arunachal Pradesh,Kra Daadi,2020,4,7619,30458774.811469436
668,Arunachal Pradesh,Changlang,2020,4,84852,204367875.07299304
669,Arunachal Pradesh,Pakke Kessang,2020,4,3064,7503555.503947843
670,Arunachal Pradesh,Dibang Valley,2020,4,1705,6749773.196253154
671,Arunachal Pradesh,West Kameng,2020,4,129575,390436113.7366377
672,Arunachal Pradesh,Shi Yomi,2020,4,1103,6627025.636333689
673,Arunachal Pradesh,East Siang,2020,4,88632,250515095.18896666
674,Arunachal Pradesh,Upper Subansiri,2020,4,31426,109405900.7987589
675,Arunachal Pradesh,East Kameng,2020,4,16340,64104581.33887266
676,Arunachal Pradesh,Lohit,2020,4,80530,196997836.79933694
677,Arunachal Pradesh,Lepa Rada,2020,4,14338,39340491.723573
678,Arunachal Pradesh,Tawang,2020,4,67262,240482254.58453605
679,Arunachal Pradesh,Namsai,2020,4,46762,111916731.51687588
680,Arunachal Pradesh,Lower Dibang Valley,2021,1,32427,90709108.52350861
681,Arunachal Pradesh,Lower Subansiri,2021,1,29916,106591162.96103427
682,Arunachal Pradesh,Longding,2021,1,23962,75573420.97022958
683,Arunachal Pradesh,West Siang,2021,1,42575,138700637.29161483
684,Arunachal Pradesh,Kamle,2021,1,3092,11023767.702559106
685,Arunachal Pradesh,Upper Siang,2021,1,21312,73026286.55263102
686,Arunachal Pradesh,Tirap,2021,1,32043,110593517.1462319
687,Arunachal Pradesh,Papum Pare,2021,1,419891,1388723426.7156572
688,Arunachal Pradesh,Kurung Kumey,2021,1,4962,22483754.80073421
689,Arunachal Pradesh,Anjaw,2021,1,12823,38844865.55268997
690,Arunachal Pradesh,Siang,2021,1,13679,42644184.41156319
691,Arunachal Pradesh,Lower Siang,2021,1,13231,37929392.80129131
692,Arunachal Pradesh,Kra Daadi,2021,1,6393,24326518.988243874
693,Arunachal Pradesh,Changlang,2021,1,78849,220167765.51868472
694,Arunachal Pradesh,Pakke Kessang,2021,1,3563,8146941.7919960935
695,Arunachal Pradesh,Dibang Valley,2021,1,1930,7949867.973505622
696,Arunachal Pradesh,West Kameng,2021,1,120906,384735272.8434415
697,Arunachal Pradesh,Shi Yomi,2021,1,1251,6905518.17317189
698,Arunachal Pradesh,East Siang,2021,1,82357,253988360.79783517
