,State,Year,Quartar,Brand,User_count,User_percentage
78,Andaman & Nicobar Islands,2019,4,Vivo,5190,0.19992295839753466
79,Andaman & Nicobar Islands,2019,4,Samsung,4900,0.18875192604006163
80,Andaman & Nicobar Islands,2019,4,Oppo,2329,0.08971494607087828
81,Andaman & Nicobar Islands,2019,4,Realme,1329,0.051194144838212635
82,Andaman & Nicobar Islands,2019,4,OnePlus,1124,0.04329738058551618
83,Andaman & Nicobar Islands,2019,4,Huawei,798,0.03073959938366718
84,Andaman & Nicobar Islands,2019,4,Motorola,682,0.026271186440677965
85,Andaman & Nicobar Islands,2019,4,Apple,678,0.026117103235747303
86,Andaman & Nicobar Islands,2019,4,Lenovo,488,0.018798151001540832
87,Andaman & Nicobar Islands,2019,4,Others,2183,0.08409090909090909
88,Andaman & Nicobar Islands,2020,1,Xiaomi,6803,0.23981246474901297
89,Andaman & Nicobar Islands,2020,1,Vivo,5880,0.20727580372250423
90,Andaman & Nicobar Islands,2020,1,Samsung,5335,0.1880640157924422
91,Andaman & Nicobar Islands,2020,1,Oppo,2557,0.09013677382966723
92,Andaman & Nicobar Islands,2020,1,Realme,1511,0.05326424139875917
93,Andaman & Nicobar Islands,2020,1,OnePlus,1184,0.04173716864072194
94,Andaman & Nicobar Islands,2020,1,Huawei,891,0.03140862944162436
95,Andaman & Nicobar Islands,2020,1,Apple,735,0.02590947546531303
96,Andaman & Nicobar Islands,2020,1,Motorola,715,0.025204455724760294
97,Andaman & Nicobar Islands,2020,1,Lenovo,500,0.017625493513818386
98,Andaman & Nicobar Islands,2020,1,Others,2257,0.0795614777213762
99,Andaman & Nicobar Islands,2020,2,Xiaomi,7805,0.2386120452461021
100,Andaman & Nicobar Islands,2020,2,Vivo,7122,0.21773158055640476
101,Andaman & Nicobar Islands,2020,2,Samsung,6030,0.1843472944053806
102,Andaman & Nicobar Islands,2020,2,Oppo,2976,0.09098135126872516
103,Andaman & Nicobar Islands,2020,2,Realme,1761,0.053836747172118615
104,Andaman & Nicobar Islands,2020,2,OnePlus,1271,0.03885661877101804
105,Andaman & Nicobar Islands,2020,2,Huawei,1005,0.030724549067563438
106,Andaman & Nicobar Islands,2020,2,Apple,792,0.024212778966676857
107,Andaman & Nicobar Islands,2020,2,Motorola,779,0.023815346988688476
108,Andaman & Nicobar Islands,2020,2,Lenovo,552,0.01687557321919902
109,Andaman & Nicobar Islands,2020,2,Others,2617,0.0800061143381229
110,Andaman & Nicobar Islands,2020,3,Xiaomi,9794,0.2369420587879521
111,Andaman & Nicobar Islands,2020,3,Vivo,9556,0.23118422644248215
112,Andaman & Nicobar Islands,2020,3,Samsung,7572,0.18318616184831257
113,Andaman & Nicobar Islands,2020,3,Oppo,3730,0.09023829684286924
114,Andaman & Nicobar Islands,2020,3,Realme,2285,0.05528002903108745
115,Andaman & Nicobar Islands,2020,3,OnePlus,1440,0.03483730494738115
116,Andaman & Nicobar Islands,2020,3,Huawei,1213,0.029345590903592598
117,Andaman & Nicobar Islands,2020,3,Motorola,907,0.021942663602274103
118,Andaman & Nicobar Islands,2020,3,Apple,870,0.021047538405709446
119,Andaman & Nicobar Islands,2020,3,Lenovo,606,0.014660699165356235
120,Andaman & Nicobar Islands,2020,3,Others,3362,0.08133543002298295
121,Andaman & Nicobar Islands,2020,4,Xiaomi,12398,0.23662111611573403
122,Andaman & Nicobar Islands,2020,4,Vivo,12275,0.23427360867241775
123,Andaman & Nicobar Islands,2020,4,Samsung,9938,0.18967096724940835
124,Andaman & Nicobar Islands,2020,4,Oppo,4723,0.0901404687380716
125,Andaman & Nicobar Islands,2020,4,Realme,2996,0.05717993739980151
126,Andaman & Nicobar Islands,2020,4,OnePlus,1638,0.031261928391480266
127,Andaman & Nicobar Islands,2020,4,Huawei,1472,0.028093747614321703
128,Andaman & Nicobar Islands,2020,4,Motorola,1032,0.019696160012214674
129,Andaman & Nicobar Islands,2020,4,Apple,973,0.018570119856477593
130,Andaman & Nicobar Islands,2020,4,Lenovo,708,0.01351248186884495
131,Andaman & Nicobar Islands,2020,4,Others,4243,0.08097946408122758
132,Andaman & Nicobar Islands,2021,1,Vivo,13812,0.23913570414488036
133,Andaman & Nicobar Islands,2021,1,Xiaomi,13714,0.2374389694934035
134,Andaman & Nicobar Islands,2021,1,Samsung,10861,0.18804321479275599
135,Andaman & Nicobar Islands,2021,1,Oppo,5158,0.08930364624813879
136,Andaman & Nicobar Islands,2021,1,Realme,3419,0.05919526299387098
137,Andaman & Nicobar Islands,2021,1,OnePlus,1773,0.030697046296616917
138,Andaman & Nicobar Islands,2021,1,Huawei,1575,0.027268949755877972
139,Andaman & Nicobar Islands,2021,1,Motorola,1062,0.018387063263963433
140,Andaman & Nicobar Islands,2021,1,Apple,1056,0.018283181550607708
141,Andaman & Nicobar Islands,2021,1,Tecno,796,0.013781640638526264
142,Andaman & Nicobar Islands,2021,1,Others,4532,0.07846532082135808
143,Andaman & Nicobar Islands,2021,2,Vivo,15056,0.2424671873741847
144,Andaman & Nicobar Islands,2021,2,Xiaomi,14788,0.2381512199049843
145,Andaman & Nicobar Islands,2021,2,Samsung,11476,0.18481359207665674
146,Andaman & Nicobar Islands,2021,2,Oppo,5456,0.0878653675819309
147,Andaman & Nicobar Islands,2021,2,Realme,4034,0.06496497302520332
148,Andaman & Nicobar Islands,2021,2,OnePlus,1981,0.031902729688380704
149,Andaman & Nicobar Islands,2021,2,Huawei,1559,0.025106691360012885
150,Andaman & Nicobar Islands,2021,2,Apple,1153,0.018568322731298815
151,Andaman & Nicobar Islands,2021,2,Motorola,1054,0.0169739914646912
152,Andaman & Nicobar Islands,2021,2,Tecno,974,0.015685642966422417
153,Andaman & Nicobar Islands,2021,2,Others,4564,0.073500281826234
154,Andaman & Nicobar Islands,2021,3,Vivo,16411,0.24500612104744557
155,Andaman & Nicobar Islands,2021,3,Xiaomi,15938,0.2379445224090054
156,Andaman & Nicobar Islands,2021,3,Samsung,12028,0.17957063091576841
157,Andaman & Nicobar Islands,2021,3,Oppo,5853,0.0873816846316921
158,Andaman & Nicobar Islands,2021,3,Realme,4808,0.0717804783374638
159,Andaman & Nicobar Islands,2021,3,OnePlus,2306,0.03442715953539757
160,Andaman & Nicobar Islands,2021,3,Huawei,1567,0.023394344749335643
161,Andaman & Nicobar Islands,2021,3,Apple,1283,0.01915439968946881
162,Andaman & Nicobar Islands,2021,3,Tecno,1178,0.017586814368039175
163,Andaman & Nicobar Islands,2021,3,Motorola,1017,0.015183183541847063
164,Andaman & Nicobar Islands,2021,3,Others,4593,0.06857066077453644
165,Andaman & Nicobar Islands,2021,4,Vivo,17597,0.24515185288381164
166,Andaman & Nicobar Islands,2021,4,Xiaomi,16968,0.2363889662858735
167,Andaman & Nicobar Islands,2021,4,Samsung,12574,0.17517414321538033
168,Andaman & Nicobar Islands,2021,4,Oppo,6127,0.08535803845082196
169,Andaman & Nicobar Islands,2021,4,Realme,5830,0.08122039565338535
170,Andaman & Nicobar Islands,2021,4,OnePlus,2691,0.03748955140707718
171,Andaman & Nicobar Islands,2021,4,Apple,1490,0.020757871273335192
172,Andaman & Nicobar Islands,2021,4,Huawei,1459,0.020325996099191977
173,Andaman & Nicobar Islands,2021,4,Tecno,1417,0.01974087489551407
174,Andaman & Nicobar Islands,2021,4,Motorola,1055,0.014697687378099749
175,Andaman & Nicobar Islands,2021,4,Others,4572,0.06369462245750905
176,Andaman & Nicobar Islands,2022,1,Vivo,18688,0.24496644295302014
177,Andaman & Nicobar Islands,2022,1,Xiaomi,17957,0.23538433305369127
178,Andaman & Nicobar Islands,2022,1,Samsung,12955,0.16981700922818793
179,Andaman & Nicobar Islands,2022,1,Realme,6769,0.08872955117449664
180,Andaman & Nicobar Islands,2022,1,Oppo,6461,0.08469221895973154
181,Andaman & Nicobar Islands,2022,1,OnePlus,3005,0.039390205536912755
182,Andaman & Nicobar Islands,2022,1,Tecno,1770,0.02320155201342282
183,Andaman & Nicobar Islands,2022,1,Apple,1634,0.02141883389261745
184,Andaman & Nicobar Islands,2022,1,Huawei,1441,0.018888947147651006
185,Andaman & Nicobar Islands,2022,1,Motorola,1050,0.01376363255033557
186,Andaman & Nicobar Islands,2022,1,Others,4558,0.05974727348993288
187,Andhra Pradesh,2018,1,Xiaomi,836581,0.25073985823255257
188,Andhra Pradesh,2018,1,Samsung,683687,0.20491450493788307
189,Andhra Pradesh,2018,1,Vivo,425959,0.1276683301113459
190,Andhra Pradesh,2018,1,Oppo,304487,0.09126077117894768
191,Andhra Pradesh,2018,1,Realme,236646,0.07092748280357865
192,Andhra Pradesh,2018,1,Motorola,129739,0.03888534220503829
193,Andhra Pradesh,2018,1,OnePlus,129421,0.03879003132071513
194,Andhra Pradesh,2018,1,Apple,123274,0.03694765394356277
195,Andhra Pradesh,2018,1,Lenovo,84138,0.025217821337049858
196,Andhra Pradesh,2018,1,Huawei,76654,0.0229747186380734
197,Andhra Pradesh,2018,1,Others,305864,0.09167348529125267
198,Andhra Pradesh,2018,2,Xiaomi,1113800,0.25299031922481113
199,Andhra Pradesh,2018,2,Samsung,903290,0.20517474003643352
200,Andhra Pradesh,2018,2,Vivo,586965,0.13332417195528037
201,Andhra Pradesh,2018,2,Oppo,410549,0.0932527586347881
202,Andhra Pradesh,2018,2,Realme,305964,0.06949715391569412
203,Andhra Pradesh,2018,2,Motorola,169847,0.03857932011974905
204,Andhra Pradesh,2018,2,OnePlus,155418,0.035301893906699314
205,Andhra Pradesh,2018,2,Apple,151847,0.03449077123660432
206,Andhra Pradesh,2018,2,Lenovo,107441,0.024404321141886273
207,Andhra Pradesh,2018,2,Huawei,102929,0.023379458221844663
208,Andhra Pradesh,2018,2,Others,394490,0.08960509160620914
209,Andhra Pradesh,2018,3,Xiaomi,1385112,0.25519707820209125
210,Andhra Pradesh,2018,3,Samsung,1103186,0.2032542089834268
211,Andhra Pradesh,2018,3,Vivo,761793,0.1403549660928544
212,Andhra Pradesh,2018,3,Oppo,518120,0.09545994125967253
213,Andhra Pradesh,2018,3,Realme,379712,0.06995924730871762
214,Andhra Pradesh,2018,3,Motorola,203756,0.0375406002302668
215,Andhra Pradesh,2018,3,OnePlus,181364,0.03341503278510624
216,Andhra Pradesh,2018,3,Apple,175343,0.03230570616902408
217,Andhra Pradesh,2018,3,Huawei,134429,0.02476759137573635
218,Andhra Pradesh,2018,3,Lenovo,122489,0.0225677309213233
219,Andhra Pradesh,2018,3,Others,462313,0.08517789667178063
220,Andhra Pradesh,2018,4,Xiaomi,1753802,0.2557528652585838
221,Andhra Pradesh,2018,4,Samsung,1388061,0.20241770616277957
222,Andhra Pradesh,2018,4,Vivo,1011185,0.1474587559237024
223,Andhra Pradesh,2018,4,Oppo,675093,0.09844724151643865
224,Andhra Pradesh,2018,4,Realme,476746,0.06952275998121156
225,Andhra Pradesh,2018,4,Motorola,250601,0.03654456078090136
226,Andhra Pradesh,2018,4,OnePlus,210161,0.030647289668736397
227,Andhra Pradesh,2018,4,Apple,209737,0.030585458735216172
228,Andhra Pradesh,2018,4,Huawei,176237,0.025700231676424726
229,Andhra Pradesh,2018,4,Lenovo,149583,0.021813340869707494
230,Andhra Pradesh,2018,4,Others,556203,0.08110978942629789
231,Andhra Pradesh,2019,1,Xiaomi,2110547,0.2548040756637163
232,Andhra Pradesh,2019,1,Samsung,1688342,0.2038317188455079
233,Andhra Pradesh,2019,1,Vivo,1262871,0.15246506135021543
234,Andhra Pradesh,2019,1,Oppo,835541,0.10087396877877498
235,Andhra Pradesh,2019,1,Realme,564832,0.06819156155503205
236,Andhra Pradesh,2019,1,Motorola,291830,0.03523232290062355
237,Andhra Pradesh,2019,1,Apple,241108,0.02910871024200234
238,Andhra Pradesh,2019,1,OnePlus,237269,0.028645231889483775
239,Andhra Pradesh,2019,1,Huawei,220082,0.026570263813230417
240,Andhra Pradesh,2019,1,Lenovo,171471,0.020701509920477063
241,Andhra Pradesh,2019,1,Others,659126,0.07957557504093617
242,Andhra Pradesh,2019,2,Xiaomi,2389374,0.25448644547243193
243,Andhra Pradesh,2019,2,Samsung,1914378,0.20389577040288517
244,Andhra Pradesh,2019,2,Vivo,1466695,0.15621413690037164
245,Andhra Pradesh,2019,2,Oppo,963352,0.10260429142476576
246,Andhra Pradesh,2019,2,Realme,641519,0.0683266370241867
247,Andhra Pradesh,2019,2,Motorola,324778,0.03459131922739827
248,Andhra Pradesh,2019,2,Apple,264860,0.028209597973288536
249,Andhra Pradesh,2019,2,OnePlus,254273,0.027082002210458343
250,Andhra Pradesh,2019,2,Huawei,250859,0.026718385328026843
251,Andhra Pradesh,2019,2,Lenovo,189151,0.020146015503456544
252,Andhra Pradesh,2019,2,Others,729764,0.07772539853273026
253,Andhra Pradesh,2019,3,Xiaomi,2656468,0.2539961733268201
254,Andhra Pradesh,2019,3,Samsung,2123659,0.20305204483963724
255,Andhra Pradesh,2019,3,Vivo,1674109,0.16006866249922433
256,Andhra Pradesh,2019,3,Oppo,1087660,0.10399578608914135
257,Andhra Pradesh,2019,3,Realme,727964,0.0696037258192778
258,Andhra Pradesh,2019,3,Motorola,348910,0.03336076505926697
259,Andhra Pradesh,2019,3,Apple,286412,0.02738506618370001
260,Andhra Pradesh,2019,3,Huawei,282587,0.02701934170933213
261,Andhra Pradesh,2019,3,OnePlus,271100,0.02592102091532852
262,Andhra Pradesh,2019,3,Lenovo,194180,0.018566373446471753
263,Andhra Pradesh,2019,3,Others,805644,0.07703104011179981
264,Andhra Pradesh,2019,4,Xiaomi,2985953,0.25395328393725297
265,Andhra Pradesh,2019,4,Samsung,2379139,0.20234416348589282
266,Andhra Pradesh,2019,4,Vivo,1922141,0.1634767925484545
267,Andhra Pradesh,2019,4,Oppo,1241235,0.10556619758846043
268,Andhra Pradesh,2019,4,Realme,844668,0.07183844234544604
269,Andhra Pradesh,2019,4,Motorola,381692,0.03246264654955318
270,Andhra Pradesh,2019,4,Huawei,317290,0.026985299989802584
271,Andhra Pradesh,2019,4,Apple,308354,0.026225299231162617
272,Andhra Pradesh,2019,4,OnePlus,286412,0.0243591469654869
273,Andhra Pradesh,2019,4,Lenovo,208785,0.01775702309675985
274,Andhra Pradesh,2019,4,Others,882214,0.07503170426172807
275,Andhra Pradesh,2020,1,Xiaomi,3307542,0.25399529721104036
276,Andhra Pradesh,2020,1,Samsung,2622762,0.20140914724705614
277,Andhra Pradesh,2020,1,Vivo,2165012,0.16625725883615955
278,Andhra Pradesh,2020,1,Oppo,1387060,0.10651617332434346
279,Andhra Pradesh,2020,1,Realme,960418,0.0737531542628432
280,Andhra Pradesh,2020,1,Motorola,411062,0.0315665877748989
281,Andhra Pradesh,2020,1,Huawei,348324,0.026748763252511507
282,Andhra Pradesh,2020,1,Apple,329329,0.02529008467170325
283,Andhra Pradesh,2020,1,OnePlus,298911,0.022954202330506848
284,Andhra Pradesh,2020,1,Lenovo,227154,0.017443783856010493
285,Andhra Pradesh,2020,1,Others,964486,0.07406554723292628
286,Andhra Pradesh,2020,2,Xiaomi,3635594,0.25388802469329785
287,Andhra Pradesh,2020,2,Samsung,2888149,0.2016909601649479
288,Andhra Pradesh,2020,2,Vivo,2409399,0.16825793881495216
289,Andhra Pradesh,2020,2,Oppo,1535129,0.1072041788657913
290,Andhra Pradesh,2020,2,Realme,1072165,0.07487355683700922
291,Andhra Pradesh,2020,2,Motorola,445380,0.031102661198665473
292,Andhra Pradesh,2020,2,Huawei,379220,0.026482444608554315
293,Andhra Pradesh,2020,2,Apple,348938,0.024367731809555735
294,Andhra Pradesh,2020,2,OnePlus,309208,0.0215932274999258
295,Andhra Pradesh,2020,2,Lenovo,243288,0.01698977106673161
296,Andhra Pradesh,2020,2,Others,1053205,0.07354950444056865
297,Andhra Pradesh,2020,3,Xiaomi,3978789,0.25354870716120315
298,Andhra Pradesh,2020,3,Samsung,3154020,0.2009902242517957
299,Andhra Pradesh,2020,3,Vivo,2687996,0.17129280056180043
300,Andhra Pradesh,2020,3,Oppo,1695723,0.10806010933314555
301,Andhra Pradesh,2020,3,Realme,1207622,0.07695582671999607
302,Andhra Pradesh,2020,3,Motorola,477313,0.03041681628787939
303,Andhra Pradesh,2020,3,Huawei,408520,0.026032975824929323
304,Andhra Pradesh,2020,3,Apple,370327,0.023599123270142467
305,Andhra Pradesh,2020,3,OnePlus,322028,0.020521264904901446
306,Andhra Pradesh,2020,3,Lenovo,260912,0.01662664199655821
307,Andhra Pradesh,2020,3,Others,1129155,0.07195550968764826
308,Andhra Pradesh,2020,4,Xiaomi,4325662,0.2533098430509883
309,Andhra Pradesh,2020,4,Samsung,3419866,0.20026662270778695
310,Andhra Pradesh,2020,4,Vivo,2950572,0.1727848662772636
311,Andhra Pradesh,2020,4,Oppo,1856052,0.10869000879275194
312,Andhra Pradesh,2020,4,Realme,1361491,0.07972862223755187
313,Andhra Pradesh,2020,4,Motorola,506158,0.02964050439886476
314,Andhra Pradesh,2020,4,Huawei,437125,0.025597946659647302
315,Andhra Pradesh,2020,4,Apple,394191,0.02308374078744759
316,Andhra Pradesh,2020,4,OnePlus,336518,0.019706422222502008
317,Andhra Pradesh,2020,4,Lenovo,276671,0.016201794681775874
318,Andhra Pradesh,2020,4,Others,1212259,0.07098962818341979
319,Andhra Pradesh,2021,1,Xiaomi,4644641,0.2529246640647629
320,Andhra Pradesh,2021,1,Samsung,3635596,0.19797695817075972
321,Andhra Pradesh,2021,1,Vivo,3245151,0.17671521362241543
322,Andhra Pradesh,2021,1,Oppo,2010506,0.10948242386229423
323,Andhra Pradesh,2021,1,Realme,1531645,0.0834059719774841
324,Andhra Pradesh,2021,1,Motorola,518115,0.028214034695451085
325,Andhra Pradesh,2021,1,Huawei,455604,0.024809988252388553
326,Andhra Pradesh,2021,1,Apple,421002,0.022925730841327305
327,Andhra Pradesh,2021,1,OnePlus,355922,0.019381789094842537
328,Andhra Pradesh,2021,1,Lenovo,277980,0.015137445093543889
329,Andhra Pradesh,2021,1,Others,1267571,0.06902578032473027
330,Andhra Pradesh,2021,2,Xiaomi,4937684,0.25165424326757607
331,Andhra Pradesh,2021,2,Samsung,3798250,0.19358179451967175
332,Andhra Pradesh,2021,2,Vivo,3572140,0.18205786124544204
333,Andhra Pradesh,2021,2,Oppo,2173037,0.11075110959458802
334,Andhra Pradesh,2021,2,Realme,1817804,0.09264628721254192
335,Andhra Pradesh,2021,2,Motorola,503072,0.0256395920575529
336,Andhra Pradesh,2021,2,Apple,450689,0.022969837527881613
337,Andhra Pradesh,2021,2,Huawei,440324,0.022441574432983596
338,Andhra Pradesh,2021,2,OnePlus,394851,0.020123995299910987
339,Andhra Pradesh,2021,2,Lenovo,261201,0.013312382889576195
340,Andhra Pradesh,2021,2,Others,1271853,0.06482132195227489
341,Andhra Pradesh,2021,3,Xiaomi,5256707,0.249607429247758
342,Andhra Pradesh,2021,3,Vivo,3981492,0.18905561650868394
343,Andhra Pradesh,2021,3,Samsung,3911188,0.18571732873540034
344,Andhra Pradesh,2021,3,Oppo,2382363,0.11312319746277974
345,Andhra Pradesh,2021,3,Realme,2134616,0.10135927533932025
346,Andhra Pradesh,2021,3,Motorola,486971,0.023123141432118997
347,Andhra Pradesh,2021,3,Apple,480993,0.022839284406790575
348,Andhra Pradesh,2021,3,OnePlus,459011,0.021795499674309913
349,Andhra Pradesh,2021,3,Huawei,435214,0.020665532188237568
350,Andhra Pradesh,2021,3,Lenovo,245241,0.011644928194808921
351,Andhra Pradesh,2021,3,Others,1286102,0.061068766809791765
352,Andhra Pradesh,2021,4,Xiaomi,5518238,0.24537466690980744
353,Andhra Pradesh,2021,4,Vivo,4381023,0.19480712128567224
354,Andhra Pradesh,2021,4,Samsung,4017419,0.17863905996119264
355,Andhra Pradesh,2021,4,Oppo,2580845,0.1147601792856419
356,Andhra Pradesh,2021,4,Realme,2528884,0.11244967490592858
357,Andhra Pradesh,2021,4,Apple,544986,0.024233416213745824
358,Andhra Pradesh,2021,4,OnePlus,525373,0.023361302082006298
359,Andhra Pradesh,2021,4,Motorola,474422,0.02109570848968179
360,Andhra Pradesh,2021,4,Huawei,409934,0.01822817694796872
361,Andhra Pradesh,2021,4,Lenovo,224391,0.009977798507885778
362,Andhra Pradesh,2021,4,Others,1283514,0.05707289541046881
363,Andhra Pradesh,2022,1,Xiaomi,5743382,0.24073240824411116
364,Andhra Pradesh,2022,1,Vivo,4772765,0.20004924144575534
365,Andhra Pradesh,2022,1,Samsung,4124296,0.17286882683261443
366,Andhra Pradesh,2022,1,Realme,2864092,0.12004769395326531
367,Andhra Pradesh,2022,1,Oppo,2780974,0.11656382394280212
368,Andhra Pradesh,2022,1,Apple,594003,0.024897485957616393
369,Andhra Pradesh,2022,1,OnePlus,580737,0.024341444912851066
370,Andhra Pradesh,2022,1,Motorola,463652,0.019433856662711732
371,Andhra Pradesh,2022,1,Huawei,401477,0.0168278072161352
372,Andhra Pradesh,2022,1,Lenovo,222586,0.009329636061370064
373,Andhra Pradesh,2022,1,Others,1309987,0.0549077747707672
374,Arunachal Pradesh,2018,1,Xiaomi,5212,0.24247499418469412
375,Arunachal Pradesh,2018,1,Samsung,4354,0.2025587345894394
376,Arunachal Pradesh,2018,1,Vivo,3523,0.16389858106536404
377,Arunachal Pradesh,2018,1,Oppo,2608,0.12133054198650849
378,Arunachal Pradesh,2018,1,Realme,1297,0.06033961386368923
379,Arunachal Pradesh,2018,1,Apple,628,0.029216096766689927
380,Arunachal Pradesh,2018,1,Gionee,563,0.02619213770644336
381,Arunachal Pradesh,2018,1,Lenovo,420,0.019539427773900907
382,Arunachal Pradesh,2018,1,OnePlus,403,0.018748546173528727
383,Arunachal Pradesh,2018,1,Motorola,343,0.015957199348685742
384,Arunachal Pradesh,2018,1,Others,2144,0.09974412654105606
385,Arunachal Pradesh,2018,2,Xiaomi,8058,0.24505063406623484
386,Arunachal Pradesh,2018,2,Samsung,6633,0.20171517197336009
