,State,District,Year,Quartar,Registered_Users,App_Open_Count
16650,Uttar Pradesh,Shravasti,2023,4,94916,15835254
16651,Uttar Pradesh,Kasganj,2023,4,254145,24997700
16652,Uttar Pradesh,Varanasi,2023,4,1924417,89738813
16653,Uttar Pradesh,Gautam Buddha Nagar,2023,4,3820774,200361329
16654,Uttar Pradesh,Basti,2023,4,516186,42857595
16655,Uttar Pradesh,Shamli,2023,4,298326,24690565
16656,Uttar Pradesh,Maharajganj,2023,4,529416,41868002
16657,Uttar Pradesh,Etawah,2023,4,398062,25410860
16658,Uttar Pradesh,Etah,2023,4,343522,30557664
16659,Uttar Pradesh,Banda,2023,4,248365,24132741
16660,Uttar Pradesh,Bijnor,2023,4,695660,55105282
16661,Uttar Pradesh,Hardoi,2023,4,512143,46558339
16662,Uttar Pradesh,Balrampur,2023,4,240792,35573816
16663,Uttar Pradesh,Amroha,2023,4,387699,35912059
16664,Uttar Pradesh,Pilibhit,2023,4,372820,32082692
16665,Uttar Pradesh,Mainpuri,2023,4,397265,29016860
16666,Uttar Pradesh,Kanpur Dehat,2023,4,302011,25363143
16667,Uttar Pradesh,Jaunpur,2023,4,1042297,62873795
16668,Uttar Pradesh,Kaushambi,2023,4,204407,23699966
16669,Uttar Pradesh,Hapur,2023,4,451187,29380863
16670,Uttar Pradesh,Hamirpur,2023,4,208559,17220089
16671,Uttar Pradesh,Meerut,2023,4,1317753,74055478
16672,Uttar Pradesh,Mathura,2023,4,993194,64929332
16673,Uttar Pradesh,Chitrakoot,2023,4,145422,15147151
16674,Uttar Pradesh,Lalitpur,2023,4,248358,20285176
16675,Uttar Pradesh,Mau,2023,4,467613,31848054
16676,Uttar Pradesh,Mirzapur,2023,4,499366,37629370
16677,Uttar Pradesh,Bulandshahr,2023,4,843853,61313934
16678,Uttar Pradesh,Gonda,2023,4,485877,49022792
16679,Uttar Pradesh,Jhansi,2023,4,726583,41322510
16680,Uttar Pradesh,Chandauli,2023,4,475799,33047043
16681,Uttar Pradesh,Bhadohi,2023,4,364298,20749344
16682,Uttar Pradesh,Pratapgarh,2023,4,594683,45683900
16683,Uttar Pradesh,Saharanpur,2023,4,908127,72631733
16684,Uttar Pradesh,Bara Banki,2023,4,465595,41284092
16685,Uttar Pradesh,Bareilly,2023,4,1207371,81182620
16686,Uttar Pradesh,Sitapur,2023,4,642311,51056687
16687,Uttar Pradesh,Sultanpur,2023,4,482871,32113223
16688,Uttar Pradesh,Agra,2023,4,1757237,110440684
16689,Uttar Pradesh,Fatehpur,2023,4,364381,37518708
16690,Uttar Pradesh,Rae Bareli,2023,4,417675,30585094
16691,Uttar Pradesh,Firozabad,2023,4,660775,43378710
16692,Uttar Pradesh,Kheri,2023,4,720682,61528647
16693,Uttar Pradesh,Gorakhpur,2023,4,1422116,83542232
16694,Uttar Pradesh,Unnao,2023,4,467584,40764529
16695,Uttar Pradesh,Prayagraj,2023,4,2077118,103452379
16696,Uttar Pradesh,Sonbhadra,2023,4,433764,32431995
16697,Uttar Pradesh,Ghazipur,2023,4,824058,52383983
16698,Uttar Pradesh,Farrukhabad,2023,4,370585,26257045
16699,Uttar Pradesh,Kannauj,2023,4,320592,24201664
16700,Uttar Pradesh,Azamgarh,2023,4,926613,61225133
16701,Uttar Pradesh,Ayodhya,2023,4,590944,35619574
16702,Uttar Pradesh,Deoria,2023,4,788077,46431943
16703,Uttar Pradesh,Ghaziabad,2023,4,3120359,143398849
16704,Uttarakhand,Udham Singh Nagar,2018,1,100236,0
16705,Uttarakhand,Haridwar,2018,1,104823,0
16706,Uttarakhand,Almora,2018,1,11367,0
16707,Uttarakhand,Pithoragarh,2018,1,8836,0
16708,Uttarakhand,Rudraprayag,2018,1,4263,0
16709,Uttarakhand,Pauri Garhwal,2018,1,20425,0
16710,Uttarakhand,Bageshwar,2018,1,4231,0
16711,Uttarakhand,Champawat,2018,1,5442,0
16712,Uttarakhand,Nainital,2018,1,49083,0
16713,Uttarakhand,Dehradun,2018,1,147998,0
16714,Uttarakhand,Chamoli,2018,1,7493,0
16715,Uttarakhand,Uttarkashi,2018,1,5816,0
16716,Uttarakhand,Tehri Garhwal,2018,1,13030,0
16717,Uttarakhand,Udham Singh Nagar,2018,2,132549,0
16718,Uttarakhand,Haridwar,2018,2,140718,0
16719,Uttarakhand,Almora,2018,2,15473,0
16720,Uttarakhand,Pithoragarh,2018,2,12486,0
16721,Uttarakhand,Rudraprayag,2018,2,6028,0
16722,Uttarakhand,Pauri Garhwal,2018,2,28153,0
16723,Uttarakhand,Bageshwar,2018,2,5915,0
16724,Uttarakhand,Champawat,2018,2,7632,0
16725,Uttarakhand,Nainital,2018,2,65142,0
16726,Uttarakhand,Dehradun,2018,2,198296,0
16727,Uttarakhand,Chamoli,2018,2,10502,0
16728,Uttarakhand,Uttarkashi,2018,2,8227,0
16729,Uttarakhand,Tehri Garhwal,2018,2,18021,0
16730,Uttarakhand,Udham Singh Nagar,2018,3,162754,0
16731,Uttarakhand,Haridwar,2018,3,174526,0
16732,Uttarakhand,Almora,2018,3,20152,0
16733,Uttarakhand,Pithoragarh,2018,3,16483,0
16734,Uttarakhand,Rudraprayag,2018,3,7979,0
16735,Uttarakhand,Pauri Garhwal,2018,3,36059,0
16736,Uttarakhand,Bageshwar,2018,3,7784,0
16737,Uttarakhand,Champawat,2018,3,9982,0
16738,Uttarakhand,Nainital,2018,3,79936,0
16739,Uttarakhand,Dehradun,2018,3,246477,0
16740,Uttarakhand,Chamoli,2018,3,14112,0
16741,Uttarakhand,Uttarkashi,2018,3,10793,0
16742,Uttarakhand,Tehri Garhwal,2018,3,23575,0
16743,Uttarakhand,Udham Singh Nagar,2018,4,200079,0
16744,Uttarakhand,Haridwar,2018,4,217634,0
16745,Uttarakhand,Almora,2018,4,26282,0
16746,Uttarakhand,Pithoragarh,2018,4,21378,0
16747,Uttarakhand,Rudraprayag,2018,4,10229,0
16748,Uttarakhand,Pauri Garhwal,2018,4,45898,0
16749,Uttarakhand,Bageshwar,2018,4,9800,0
16750,Uttarakhand,Champawat,2018,4,12649,0
16751,Uttarakhand,Nainital,2018,4,98591,0
16752,Uttarakhand,Dehradun,2018,4,306969,0
16753,Uttarakhand,Chamoli,2018,4,18391,0
16754,Uttarakhand,Uttarkashi,2018,4,14114,0
16755,Uttarakhand,Tehri Garhwal,2018,4,30089,0
16756,Uttarakhand,Udham Singh Nagar,2019,1,238514,0
16757,Uttarakhand,Haridwar,2019,1,262411,0
16758,Uttarakhand,Almora,2019,1,33092,0
16759,Uttarakhand,Pithoragarh,2019,1,26621,0
16760,Uttarakhand,Rudraprayag,2019,1,12967,0
16761,Uttarakhand,Pauri Garhwal,2019,1,56173,0
16762,Uttarakhand,Bageshwar,2019,1,12260,0
16763,Uttarakhand,Champawat,2019,1,15679,0
16764,Uttarakhand,Nainital,2019,1,118824,0
16765,Uttarakhand,Dehradun,2019,1,369578,0
16766,Uttarakhand,Chamoli,2019,1,23274,0
16767,Uttarakhand,Uttarkashi,2019,1,17873,0
16768,Uttarakhand,Tehri Garhwal,2019,1,37689,0
16769,Uttarakhand,Udham Singh Nagar,2019,2,266958,1445656
16770,Uttarakhand,Haridwar,2019,2,299436,1709877
16771,Uttarakhand,Almora,2019,2,39593,192173
16772,Uttarakhand,Pithoragarh,2019,2,32308,148023
16773,Uttarakhand,Rudraprayag,2019,2,15761,98011
16774,Uttarakhand,Pauri Garhwal,2019,2,65607,322540
16775,Uttarakhand,Bageshwar,2019,2,15082,57914
16776,Uttarakhand,Champawat,2019,2,18443,75783
16777,Uttarakhand,Nainital,2019,2,137114,606173
16778,Uttarakhand,Dehradun,2019,2,428353,2311421
16779,Uttarakhand,Chamoli,2019,2,28063,142260
16780,Uttarakhand,Uttarkashi,2019,2,21969,107364
16781,Uttarakhand,Tehri Garhwal,2019,2,45652,237084
16782,Uttarakhand,Udham Singh Nagar,2019,3,292858,4445854
16783,Uttarakhand,Haridwar,2019,3,334619,5961468
16784,Uttarakhand,Almora,2019,3,44182,483290
16785,Uttarakhand,Pithoragarh,2019,3,36353,424940
16786,Uttarakhand,Rudraprayag,2019,3,18065,238590
16787,Uttarakhand,Pauri Garhwal,2019,3,73363,882928
16788,Uttarakhand,Bageshwar,2019,3,16943,159321
16789,Uttarakhand,Champawat,2019,3,20481,236496
16790,Uttarakhand,Nainital,2019,3,153561,1918096
16791,Uttarakhand,Dehradun,2019,3,486157,8514501
16792,Uttarakhand,Chamoli,2019,3,32036,404145
16793,Uttarakhand,Uttarkashi,2019,3,25151,331612
16794,Uttarakhand,Tehri Garhwal,2019,3,52090,659747
16795,Uttarakhand,Udham Singh Nagar,2019,4,319839,5095900
16796,Uttarakhand,Haridwar,2019,4,368737,6710304
16797,Uttarakhand,Almora,2019,4,49664,617545
16798,Uttarakhand,Pithoragarh,2019,4,40980,492315
16799,Uttarakhand,Rudraprayag,2019,4,20470,266933
16800,Uttarakhand,Pauri Garhwal,2019,4,81489,1047368
16801,Uttarakhand,Bageshwar,2019,4,19160,187978
16802,Uttarakhand,Champawat,2019,4,22957,268152
16803,Uttarakhand,Nainital,2019,4,169212,2238913
16804,Uttarakhand,Dehradun,2019,4,537026,10294347
16805,Uttarakhand,Chamoli,2019,4,35948,451166
16806,Uttarakhand,Uttarkashi,2019,4,28653,386533
16807,Uttarakhand,Tehri Garhwal,2019,4,58542,796413
16808,Uttarakhand,Udham Singh Nagar,2020,1,351112,5680060
16809,Uttarakhand,Haridwar,2020,1,408768,7742684
16810,Uttarakhand,Almora,2020,1,55964,654844
16811,Uttarakhand,Pithoragarh,2020,1,46554,578620
16812,Uttarakhand,Rudraprayag,2020,1,23316,313705
16813,Uttarakhand,Pauri Garhwal,2020,1,90270,1126535
16814,Uttarakhand,Bageshwar,2020,1,21756,240952
16815,Uttarakhand,Champawat,2020,1,25824,318138
16816,Uttarakhand,Nainital,2020,1,186948,2555070
16817,Uttarakhand,Dehradun,2020,1,593420,11517755
16818,Uttarakhand,Chamoli,2020,1,40668,535854
16819,Uttarakhand,Uttarkashi,2020,1,32713,466273
16820,Uttarakhand,Tehri Garhwal,2020,1,66293,900775
16821,Uttarakhand,Udham Singh Nagar,2020,2,383547,5359520
16822,Uttarakhand,Haridwar,2020,2,448939,7034053
16823,Uttarakhand,Almora,2020,2,64523,1046539
16824,Uttarakhand,Pithoragarh,2020,2,53375,800362
16825,Uttarakhand,Rudraprayag,2020,2,26968,444634
16826,Uttarakhand,Pauri Garhwal,2020,2,101276,1372488
16827,Uttarakhand,Bageshwar,2020,2,25163,374922
16828,Uttarakhand,Champawat,2020,2,29540,455707
16829,Uttarakhand,Nainital,2020,2,206076,2619859
16830,Uttarakhand,Dehradun,2020,2,649026,9008962
16831,Uttarakhand,Chamoli,2020,2,46467,720942
16832,Uttarakhand,Uttarkashi,2020,2,37671,652111
16833,Uttarakhand,Tehri Garhwal,2020,2,75996,1184694
16834,Uttarakhand,Udham Singh Nagar,2020,3,418390,6671041
16835,Uttarakhand,Haridwar,2020,3,491252,8936480
16836,Uttarakhand,Almora,2020,3,72829,1336245
16837,Uttarakhand,Pithoragarh,2020,3,60279,1010673
16838,Uttarakhand,Rudraprayag,2020,3,30389,547787
16839,Uttarakhand,Pauri Garhwal,2020,3,112287,1825649
16840,Uttarakhand,Bageshwar,2020,3,28329,461430
16841,Uttarakhand,Champawat,2020,3,33279,555158
16842,Uttarakhand,Nainital,2020,3,227497,3413516
16843,Uttarakhand,Dehradun,2020,3,711303,12440947
16844,Uttarakhand,Chamoli,2020,3,52184,906265
16845,Uttarakhand,Uttarkashi,2020,3,42144,749397
16846,Uttarakhand,Tehri Garhwal,2020,3,85276,1522760
16847,Uttarakhand,Udham Singh Nagar,2020,4,456356,8491091
16848,Uttarakhand,Haridwar,2020,4,537058,11230717
16849,Uttarakhand,Almora,2020,4,81020,1556788
16850,Uttarakhand,Pithoragarh,2020,4,67024,1215000
16851,Uttarakhand,Rudraprayag,2020,4,33576,700549
16852,Uttarakhand,Pauri Garhwal,2020,4,123892,2298463
16853,Uttarakhand,Bageshwar,2020,4,31803,578048
16854,Uttarakhand,Champawat,2020,4,36726,646822
16855,Uttarakhand,Nainital,2020,4,249856,4658284
16856,Uttarakhand,Dehradun,2020,4,779564,17251110
16857,Uttarakhand,Chamoli,2020,4,58039,1139012
16858,Uttarakhand,Uttarkashi,2020,4,46810,895893
16859,Uttarakhand,Tehri Garhwal,2020,4,94520,1903111
16860,Uttarakhand,Udham Singh Nagar,2021,1,492646,9428732
16861,Uttarakhand,Haridwar,2021,1,580532,13357801
16862,Uttarakhand,Almora,2021,1,87354,1315830
16863,Uttarakhand,Pithoragarh,2021,1,72579,1110149
16864,Uttarakhand,Rudraprayag,2021,1,36234,579475
16865,Uttarakhand,Pauri Garhwal,2021,1,133484,2364521
16866,Uttarakhand,Bageshwar,2021,1,34317,507210
16867,Uttarakhand,Champawat,2021,1,39747,598839
16868,Uttarakhand,Nainital,2021,1,269308,5003855
16869,Uttarakhand,Dehradun,2021,1,840361,21152787
16870,Uttarakhand,Chamoli,2021,1,62779,1060621
16871,Uttarakhand,Uttarkashi,2021,1,50696,877255
16872,Uttarakhand,Tehri Garhwal,2021,1,102085,1925185
16873,Uttarakhand,Udham Singh Nagar,2021,2,528392,8809699
16874,Uttarakhand,Haridwar,2021,2,622292,11391535
16875,Uttarakhand,Almora,2021,2,94196,6054321
16876,Uttarakhand,Pithoragarh,2021,2,78079,3600450
16877,Uttarakhand,Rudraprayag,2021,2,39076,1847004
16878,Uttarakhand,Pauri Garhwal,2021,2,143460,7332076
16879,Uttarakhand,Bageshwar,2021,2,36947,2273384
16880,Uttarakhand,Champawat,2021,2,42748,2436509
16881,Uttarakhand,Nainital,2021,2,288162,6729824
16882,Uttarakhand,Dehradun,2021,2,898504,15857272
16883,Uttarakhand,Chamoli,2021,2,67712,3678939
16884,Uttarakhand,Uttarkashi,2021,2,54582,2940062
16885,Uttarakhand,Tehri Garhwal,2021,2,109890,5428961
16886,Uttarakhand,Udham Singh Nagar,2021,3,568881,11164838
16887,Uttarakhand,Haridwar,2021,3,669249,14435498
16888,Uttarakhand,Almora,2021,3,102118,5454284
16889,Uttarakhand,Pithoragarh,2021,3,84476,3786013
16890,Uttarakhand,Rudraprayag,2021,3,42317,1937591
16891,Uttarakhand,Pauri Garhwal,2021,3,155054,7889492
16892,Uttarakhand,Bageshwar,2021,3,40083,2160085
16893,Uttarakhand,Champawat,2021,3,46279,2383548
16894,Uttarakhand,Nainital,2021,3,309820,8514293
16895,Uttarakhand,Dehradun,2021,3,963594,20465729
16896,Uttarakhand,Chamoli,2021,3,73432,4144214
16897,Uttarakhand,Uttarkashi,2021,3,59174,3114485
16898,Uttarakhand,Tehri Garhwal,2021,3,119032,5436460
16899,Uttarakhand,Udham Singh Nagar,2021,4,609138,19017549
16900,Uttarakhand,Haridwar,2021,4,716044,24859412
16901,Uttarakhand,Almora,2021,4,109803,2758732
16902,Uttarakhand,Pithoragarh,2021,4,90791,2356602
16903,Uttarakhand,Rudraprayag,2021,4,45433,1457596
16904,Uttarakhand,Pauri Garhwal,2021,4,166482,4803777
16905,Uttarakhand,Bageshwar,2021,4,43111,1060682
16906,Uttarakhand,Champawat,2021,4,49852,1314376
16907,Uttarakhand,Nainital,2021,4,330999,9395358
16908,Uttarakhand,Dehradun,2021,4,1028085,36320772
16909,Uttarakhand,Chamoli,2021,4,78848,2262358
16910,Uttarakhand,Uttarkashi,2021,4,63536,1756540
16911,Uttarakhand,Tehri Garhwal,2021,4,127893,3564600
16912,Uttarakhand,Udham Singh Nagar,2022,1,647495,9927344
16913,Uttarakhand,Haridwar,2022,1,760173,11480579
16914,Uttarakhand,Almora,2022,1,117262,9511833
16915,Uttarakhand,Pithoragarh,2022,1,96837,8077163
16916,Uttarakhand,Rudraprayag,2022,1,48532,4083418
16917,Uttarakhand,Pauri Garhwal,2022,1,177248,14052401
16918,Uttarakhand,Bageshwar,2022,1,45938,4803646
16919,Uttarakhand,Champawat,2022,1,53166,4736664
16920,Uttarakhand,Nainital,2022,1,351226,10583932
16921,Uttarakhand,Dehradun,2022,1,1088710,14847429
16922,Uttarakhand,Chamoli,2022,1,84165,7610104
16923,Uttarakhand,Uttarkashi,2022,1,67713,6453267
16924,Uttarakhand,Tehri Garhwal,2022,1,136364,9056602
16925,Uttarakhand,Udham Singh Nagar,2022,2,683908,10878935
16926,Uttarakhand,Haridwar,2022,2,802321,14364808
16927,Uttarakhand,Almora,2022,2,123856,13515133
16928,Uttarakhand,Pithoragarh,2022,2,102347,11981429
16929,Uttarakhand,Rudraprayag,2022,2,51404,8217503
16930,Uttarakhand,Pauri Garhwal,2022,2,187078,18536724
16931,Uttarakhand,Bageshwar,2022,2,48546,6282507
16932,Uttarakhand,Champawat,2022,2,56221,7883171
16933,Uttarakhand,Nainital,2022,2,370360,13596899
16934,Uttarakhand,Dehradun,2022,2,1146386,16173449
16935,Uttarakhand,Chamoli,2022,2,88939,12278609
16936,Uttarakhand,Uttarkashi,2022,2,71641,10153252
16937,Uttarakhand,Tehri Garhwal,2022,2,144049,12603266
16938,Uttarakhand,Udham Singh Nagar,2022,3,722008,11034214
16939,Uttarakhand,Haridwar,2022,3,846066,13296725
16940,Uttarakhand,Almora,2022,3,129898,13737811
16941,Uttarakhand,Pithoragarh,2022,3,107498,11128867
16942,Uttarakhand,Rudraprayag,2022,3,54045,9532300
16943,Uttarakhand,Pauri Garhwal,2022,3,196481,17689225
16944,Uttarakhand,Bageshwar,2022,3,50935,5439174
16945,Uttarakhand,Champawat,2022,3,59167,6956304
16946,Uttarakhand,Nainital,2022,3,389791,13701523
16947,Uttarakhand,Dehradun,2022,3,1205785,14982533
16948,Uttarakhand,Chamoli,2022,3,93488,12542308
16949,Uttarakhand,Uttarkashi,2022,3,75369,10508319
16950,Uttarakhand,Tehri Garhwal,2022,3,151445,12254547
16951,Uttarakhand,Udham Singh Nagar,2022,4,757652,28964603
16952,Uttarakhand,Haridwar,2022,4,887967,36677900
16953,Uttarakhand,Almora,2022,4,134730,4394432
16954,Uttarakhand,Pithoragarh,2022,4,111983,4001763
16955,Uttarakhand,Rudraprayag,2022,4,56195,2453365
16956,Uttarakhand,Pauri Garhwal,2022,4,204585,6799314
16957,Uttarakhand,Bageshwar,2022,4,52992,1677425
16958,Uttarakhand,Champawat,2022,4,61714,2268699
16959,Uttarakhand,Nainital,2022,4,407806,13801569
16960,Uttarakhand,Dehradun,2022,4,1262999,47580766
16961,Uttarakhand,Chamoli,2022,4,97308,4043138
16962,Uttarakhand,Uttarkashi,2022,4,78484,2847190
16963,Uttarakhand,Tehri Garhwal,2022,4,157634,5175383
16964,Uttarakhand,Udham Singh Nagar,2023,1,792853,14358663
16965,Uttarakhand,Haridwar,2023,1,928785,17263483
16966,Uttarakhand,Almora,2023,1,140885,16003317
16967,Uttarakhand,Pithoragarh,2023,1,117070,15023589
16968,Uttarakhand,Rudraprayag,2023,1,58721,6295493
16969,Uttarakhand,Pauri Garhwal,2023,1,213655,23415690
16970,Uttarakhand,Bageshwar,2023,1,55410,7332605
16971,Uttarakhand,Champawat,2023,1,64508,7722774
16972,Uttarakhand,Nainital,2023,1,425816,17152701
16973,Uttarakhand,Dehradun,2023,1,1318049,17522945
16974,Uttarakhand,Chamoli,2023,1,101718,12728941
16975,Uttarakhand,Uttarkashi,2023,1,82107,11191622
16976,Uttarakhand,Tehri Garhwal,2023,1,164792,15726870
16977,Uttarakhand,Udham Singh Nagar,2023,2,825744,15713733
16978,Uttarakhand,Haridwar,2023,2,965635,22816627
16979,Uttarakhand,Almora,2023,2,147376,19821138
16980,Uttarakhand,Pithoragarh,2023,2,122297,19706360
16981,Uttarakhand,Rudraprayag,2023,2,61372,17737304
16982,Uttarakhand,Pauri Garhwal,2023,2,222967,27183718
16983,Uttarakhand,Bageshwar,2023,2,58030,9339297
16984,Uttarakhand,Champawat,2023,2,67455,10612368
16985,Uttarakhand,Nainital,2023,2,442626,21668943
16986,Uttarakhand,Dehradun,2023,2,1367275,21310007
16987,Uttarakhand,Chamoli,2023,2,106415,21521260
16988,Uttarakhand,Uttarkashi,2023,2,85915,17921095
16989,Uttarakhand,Tehri Garhwal,2023,2,172215,15452443
16990,Uttarakhand,Udham Singh Nagar,2023,3,858970,19041457
16991,Uttarakhand,Haridwar,2023,3,1003648,18036939
16992,Uttarakhand,Almora,2023,3,153779,16875585
16993,Uttarakhand,Pithoragarh,2023,3,127530,16504202
16994,Uttarakhand,Rudraprayag,2023,3,63945,14470174
16995,Uttarakhand,Pauri Garhwal,2023,3,232186,20843192
16996,Uttarakhand,Bageshwar,2023,3,60503,8723376
16997,Uttarakhand,Champawat,2023,3,70373,9062821
16998,Uttarakhand,Nainital,2023,3,460046,19575822
16999,Uttarakhand,Dehradun,2023,3,1419173,23285003
17000,Uttarakhand,Chamoli,2023,3,110883,16157702
17001,Uttarakhand,Uttarkashi,2023,3,89519,16770800
17002,Uttarakhand,Tehri Garhwal,2023,3,179437,17993095
17003,Uttarakhand,Udham Singh Nagar,2023,4,890334,57654722
17004,Uttarakhand,Haridwar,2023,4,1039146,62230894
17005,Uttarakhand,Almora,2023,4,159623,7922062
17006,Uttarakhand,Pithoragarh,2023,4,132323,8513224
17007,Uttarakhand,Rudraprayag,2023,4,66304,5208225
17008,Uttarakhand,Pauri Garhwal,2023,4,240922,13932490
17009,Uttarakhand,Bageshwar,2023,4,62927,3219008
17010,Uttarakhand,Champawat,2023,4,73193,3178843
17011,Uttarakhand,Nainital,2023,4,476343,28310893
17012,Uttarakhand,Dehradun,2023,4,1466612,75995634
17013,Uttarakhand,Chamoli,2023,4,115112,6898292
17014,Uttarakhand,Uttarkashi,2023,4,92982,5715790
17015,Uttarakhand,Tehri Garhwal,2023,4,186005,8690220
17016,West Bengal,South Twenty Four Parganas,2018,1,142473,0
17017,West Bengal,Purba Bardhaman,2018,1,119528,0
17018,West Bengal,Uttar Dinajpur,2018,1,50400,0
17019,West Bengal,Kalimpong,2018,1,3090,0
17020,West Bengal,Murshidabad,2018,1,187824,0
17021,West Bengal,Paschim Medinipur,2018,1,127203,0
17022,West Bengal,Dakshin Dinajpur,2018,1,36948,0
17023,West Bengal,Jalpaiguri,2018,1,31035,0
17024,West Bengal,Purulia,2018,1,73427,0
17025,West Bengal,North Twenty Four Parganas,2018,1,396980,0
17026,West Bengal,Bankura,2018,1,110008,0
17027,West Bengal,Jhargram,2018,1,18243,0
17028,West Bengal,Howrah,2018,1,136589,0
17029,West Bengal,Hooghly,2018,1,148033,0
17030,West Bengal,Kolkata,2018,1,306503,0
17031,West Bengal,Koch Bihar,2018,1,41690,0
17032,West Bengal,Alipurduar,2018,1,22238,0
17033,West Bengal,Paschim Bardhaman,2018,1,139310,0
17034,West Bengal,Nadia,2018,1,136396,0
17035,West Bengal,Birbhum,2018,1,94598,0
17036,West Bengal,Purba Medinipur,2018,1,131380,0
17037,West Bengal,Maldah,2018,1,99061,0
17038,West Bengal,Darjiling,2018,1,51832,0
17039,West Bengal,South Twenty Four Parganas,2018,2,214056,0
17040,West Bengal,Purba Bardhaman,2018,2,181944,0
17041,West Bengal,Uttar Dinajpur,2018,2,75017,0
17042,West Bengal,Kalimpong,2018,2,4536,0
17043,West Bengal,Murshidabad,2018,2,276931,0
17044,West Bengal,Paschim Medinipur,2018,2,185542,0
17045,West Bengal,Dakshin Dinajpur,2018,2,56953,0
17046,West Bengal,Jalpaiguri,2018,2,45702,0
17047,West Bengal,Purulia,2018,2,106372,0
17048,West Bengal,North Twenty Four Parganas,2018,2,572438,0
17049,West Bengal,Bankura,2018,2,166700,0
17050,West Bengal,Jhargram,2018,2,27960,0
17051,West Bengal,Howrah,2018,2,198699,0
17052,West Bengal,Hooghly,2018,2,221090,0
17053,West Bengal,Kolkata,2018,2,431481,0
17054,West Bengal,Koch Bihar,2018,2,62711,0
17055,West Bengal,Alipurduar,2018,2,32196,0
17056,West Bengal,Paschim Bardhaman,2018,2,203750,0
17057,West Bengal,Nadia,2018,2,209683,0
17058,West Bengal,Birbhum,2018,2,145905,0
17059,West Bengal,Purba Medinipur,2018,2,195830,0
17060,West Bengal,Maldah,2018,2,144144,0
17061,West Bengal,Darjiling,2018,2,74155,0
17062,West Bengal,South Twenty Four Parganas,2018,3,284988,0
17063,West Bengal,Purba Bardhaman,2018,3,230690,0
17064,West Bengal,Uttar Dinajpur,2018,3,93951,0
17065,West Bengal,Kalimpong,2018,3,6258,0
17066,West Bengal,Murshidabad,2018,3,335935,0
17067,West Bengal,Paschim Medinipur,2018,3,238405,0
17068,West Bengal,Dakshin Dinajpur,2018,3,71362,0
17069,West Bengal,Jalpaiguri,2018,3,60422,0
17070,West Bengal,Purulia,2018,3,131658,0
17071,West Bengal,North Twenty Four Parganas,2018,3,722572,0
17072,West Bengal,Bankura,2018,3,207830,0
17073,West Bengal,Jhargram,2018,3,35579,0
17074,West Bengal,Howrah,2018,3,255445,0
17075,West Bengal,Hooghly,2018,3,280640,0
17076,West Bengal,Kolkata,2018,3,548600,0
17077,West Bengal,Koch Bihar,2018,3,83390,0
17078,West Bengal,Alipurduar,2018,3,42522,0
17079,West Bengal,Paschim Bardhaman,2018,3,251021,0
17080,West Bengal,Nadia,2018,3,262694,0
17081,West Bengal,Birbhum,2018,3,182144,0
17082,West Bengal,Purba Medinipur,2018,3,252759,0
